Title_val,CurrentYear_Funding_val,CurrentYear_Text_val,@SOURCE_FILENAME,@RECORDID,@ROWID,PriorYear_Funding_val,PriorYear_Text_val,@PARENTROWID,@PARENT
"Power Proj Applied Research (Cong)","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","3b4562398fa7be9ccc1013f8e19ed1e7c0e8b76da753213b2082738b8ed2370e","0-37fcb24424ae530e6b12dd8efc70f47bc2b58524043b76a3618fc78d2d254dce","9.167","The UTC initiative continued to design, develop, integrate, test and demonstrate a gun hardened Guidance, Navigation, Control and Targeting (GNC&T) system.  UTC was leveraging its technologies and system components to enhance the value added for precision guided munitions.  As part of the initiative, UTC is developing a shortwave infra-red (SWIR) low cost multimode seeker.  Employing advanced technologies inherent in reconnaissance cameras these devices serve as both a superior semi-active laser (SAL) and a high resolution imaging seeker.  In FY13, UTC submitted milestone deliverables with a summary system technical data package complete with functional flow diagrams, performance requirements, and system architecture. UTC delivered a prototype SWIR seeker complete with performance predictions based on field test data.   The remainder of FY13 focused on integration and functionality into a compact, miniaturized modular seeker configuration and engineering builds and testing in laboratory environments and supersonic rocket testing to collect additional survivability and performance characteristics.","1-219c6adafcbe74bc7104d6786172b22832bb603a1acdb08dbe869275138566f9","root.record.ProgramElement.ProjectList.Project"
"Alternative Energy Research","25.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","4d97d27c657f60234f22ff449df7768259853147a79c29b38dc1a943ee06e1eb","0-718eb03a53b4d53fe0e28d4c7c350a219ad4d18e7a5707e815cf7137f14d4116","36.483","FY13 Accomplishments include: -Successful testing of Ion Tiger hydrogen powered fuel cell, and setting of UAV airborne endurance records of 48 hour using liquid hydrogen fuel.   -Successful evaluation of the Micro Auto-Gasification System (MAGS) waste management unit at MARFORPAC HQ and BALIKATAN joint Marine Corps - Philippine Military exercise. -Successful evaluation of General Motors Equinox Fuel Cell Electric Vehicles (FCEVs) for non-tactical vehicle use at Naval Facilities. -Continued heat exchanger material corrosion evaluation and continued process control evaluations for Ocean Thermal Energy Conversion (OTEC) systems. -Continued development of sophisticated hydrodynamic tools for design of high performance, high efficiency hull forms for naval ships and craft. -Continued evaluation of grid frequency control techniques using grid frequency response and battery state-of-charge algorithms and 1MW, 250kW-Hr advanced, fast response Lithium-Titanate battery system to demonstrate 40% reduction in frequency variability.  -Initiation of evaluation of external power operations using General Motors Equinox Fuel Cell Electric Vehicles (FCEVs) with off-board power (OBP) capability at Camp Pendleton.   -Initiation of evaluation of plasma flow control to improve wind turbine efficiency.","1-96edfb4b5b9344931596da95c3858b3b9f25ec0395617aa273013a9f152a26fd","root.record.ProgramElement.ProjectList.Project"
"Materials Research and Technology","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","4d97d27c657f60234f22ff449df7768259853147a79c29b38dc1a943ee06e1eb","1-e674675400cb87fde1d283d6a4e8e7652a82829a075517c67262d6971023adbb","12.009","ONR Special Notice 13-SN-0020 to solicit research solutions for the two topics identified above was published on 17 Jun 2013.  White papers are due on 25 Jul 2013, white paper feedback will be provided by 12 Sep 2013, and full proposals are due on 17 Oct 2013.","1-96edfb4b5b9344931596da95c3858b3b9f25ec0395617aa273013a9f152a26fd","root.record.ProgramElement.ProjectList.Project"
"Power Generation and Storage Research","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","4d97d27c657f60234f22ff449df7768259853147a79c29b38dc1a943ee06e1eb","2-6d5e932b7f3d21fe048d34bb409984584d0215cd1f863b41de5559204a2c56df","12.009","ONR intends to issue a Special Notice in the summer of 2013 to solicit research solutions in the areas of battery safety and power generation.  ONR anticipates that white papers will be submitted in FY13 and that full proposals, proposal selection and award will be completed by June 2014.  Funds that are applied to on-going efforts are expected to be obligated in late FY13 or early (Q1) FY14.","1-96edfb4b5b9344931596da95c3858b3b9f25ec0395617aa273013a9f152a26fd","root.record.ProgramElement.ProjectList.Project"
"AGOR Mid-life Refit","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","ea4f8038c925d05a4ccf77e4e6549ac5e19e0915ba11ddcbd4030cec35fda886","0-f6f15e0c50115371dcda5437007e5cbe682e55b34ef300bee83c8d64251c4f12","13.750","FY13 funding will support the overhaul, re-fit and upgrade of Navy research vessel THOMAS G THOMPSON (AGOR 23). In FY13 funds will be awarded to the University of Washington to initiate a six-month detailed engineering design effort by a naval architect, followed by a competitive selection for a shipyard to implement the design plans. The THOMPSON will enter the shipyard in November 2014 to begin the refit.  Deliverables will support new environmental compliance requirements regarding ballast water treatment, marine sanitation, engine exhaust, incinerator exhaust, air conditioning refrigerants, and oily-water separation.  Additional deliverables will overcome obsolescence of diesel engine and electrical system components, and enhance the ship safety with piping replacements in the ship's firemain and ballast water systems.","1-6f0082588d9a3c30e7a6538b37224f72e3c0b5f7fae026959da7198f64da902d","root.record.ProgramElement.ProjectList.Project"
"University Research Program (Cong)","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","cbe55fcff973096b2edd0483512c4c7c633e276a416f6d683241ead153673332","0-e3080ece0323785f335f90377de041518ab27cb7d57c219b52da1ea3cbbf66bd","18.334","Facilitate waivers to augment limits for Defense University Research Instrumentation Program (DURIP) competition proposals for the acquisition of major equipment to augment current or develop new research capabilities in support of defense relevant research, and to increase all competitive based university research programs.","1-c87e391b1b279a923c75006041528f6f37f226ad4e1c15e8b9e8f3c5d033bdc8","root.record.ProgramElement.ProjectList.Project"
"Adv Radar Innovation Fund - S&T (Cong)","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","34985027573c94412d9d16dc6dae6196bcc36290b6b18b940e116e5d295c03b5","0-e4e6c6726da5ce3e301b0f07789385359dbf3dc133eb99d20008c49043aea81f","8.250","-Development of a long range radar capability and electronic support measure system for identifying maritime targets. -Ruggedization of back end processing equipment associated with the Affordable Common Radar Architecture system. -Development and flight test a high resolution detector operating over the full radar volume. -Initiate and integrate a high resolution camera to verify maritime target identification.","1-677af6326ae8347dfa8f22a89ded628b0e2f6281b96bc67cc6c5b0a880ee8d38","root.record.ProgramElement.ProjectList.Project"
"ASW Research Prog - Cong","5.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","581b3305a70cbeb8edb2a888fa4f7436f029906fd3be008ec552d0e108389a71","0-200f89c9073dacb253a5e2d365bfd2fe3dccd943ae54c6f27a26aabaf0d32b16","0.000","N/A","1-a3a5e1fab93eda9f128e1c3ea95185399b88d846340bf992aaafec783e4d5627","root.record.ProgramElement.ProjectList.Project"
"Technology Transition","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","581b3305a70cbeb8edb2a888fa4f7436f029906fd3be008ec552d0e108389a71","1-d50de8402d531a2d4c86be407d8fc0e50496be742f4c8dd14d1e9115e5821599","29.334","The purpose of the funding is to restore unjustified FY13 reductions to multiple FNC Products already in development with in-place government activities and contract performers. The funds will thus be able to be obligated and expended very quickly, restoring shortfalls at these government activities and with the contract performers. A funding plan has been developed that will enable the Office of Naval Research to meet its delivery commitments as previously negotiated with acquisition programs of record via signed Technology Transition Agreements.","1-a3a5e1fab93eda9f128e1c3ea95185399b88d846340bf992aaafec783e4d5627","root.record.ProgramElement.ProjectList.Project"
"Nanotechnology Research (Cong)","4.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","a3902448662763d2080692943bbf3024a948d174893fb74b524937c664f48be3","0-7d60ca4012c593a89b61584ec4d80ee7618c13502cd07d0f653eafd831124cf2","8.250","ONR issued a Special Notice in the autumn of 2012 to basic research efforts to advance the understanding of nanoscale materials and the processing thereof.  All awards were completed by April 2013, and work is progressing.    Planned for the FY13 Congressional Add, ONR will issue a second Special Notice in the 4th Qtr FY2013 to solicit basic research proposals. Proposal selection and awards will be completed by June 2014.","1-9dc5ff5a74d1ac0fde835b1776baebc7b0ad4b8e88f57583069456a7e542553c","root.record.ProgramElement.ProjectList.Project"
"CW Bill Young Marrow Donor Program","31.500","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","e407cb66821adb92aeeada35e25839a1d02424eebcf0a75d8f6693cd03518fdc","0-46439e2781abb4ce250853edde1bb3ca9d7302fde25c0f102418a8ccd7978308","28.888","NMDP: NMDP continued to expand participation of transplant centers in RITN. Hospitals that participate in both the NMDP Network of treatment centers as well as the NDMS that is managed by the Department of Health and Human Services were invited to join RITN.  As a result of this targeted recruitment, eight additional transplant centers joined; unfortunately two centers were lost to attrition resulting in a total composition of: 47 transplant centers, 6 donor centers, and 7 cord blood banks.  A new initiative that began was the Site Assessment program that involved an NMDP staff member reviewing existing documentation at 11 RITN transplant centers against a standardized checklist. As a result, many best practices were gleaned from these centers and the RITN SOP template was updated based on the content of the checklists.  NMRC: During this period, the C. W. Bill Young Marrow Donor Recruitment and Research Program, BMRD, NMRC directly contributed to donor recruitment and transplantation and science and technology developments.  This includes over 5,000 transplants coordinated by the NMDP of which over 500 were provided by DoD volunteers through the NMRC / Georgetown part of the program.  The NMDP added over 700,000 volunteer donors to the national registry, of which over 40,000 were from DoD volunteers from the NMRC / Georgetown.  Numerous science and technology accomplishments are included and these developments are translated into the development of medical countermeasures to respond to potential marrow toxic injury which are linked to the national effort to develop medical countermeasures for radiation injury.      Georgetown: Donor Center Progress The DoD registry includes 707,913 volunteers of which 45,362 volunteers were recruited in 2011. There were 8,709 health evaluations and confirmatory HLA typings requested in 2011 and 892 requests were made for stem cell collection of which 577 went to actual collection.  Probe Testing Progress: The laboratory tested 17,885 new volunteers for HLA-A,-B; 17,885 for HLA-C, and 20,805 for HLA-DRB1. In the first three months the laboratory has typed 18,615 donors for HLA-DQB1 and is currently working on providing HLADPB1 typing for those donors. They are currently working on establishing and validating robust assays for DQB1 and DPB1 because of recent studies suggesting that these loci may impact outcome of transplantation; DQB1 when a mismatched donor is selected and DPB1 when a donor with a T cell epitope mismatch is selected.  Sequencing Progress Report: Through this grant they continue to improve the robotics and reagents to test samples flow by typing large numbers of donors at recruitment. The PI and team are currently typing 1000 volunteers of European ancestry for the registry using a one step SBT typing method. They previously sequenced 196 loci from patients and potentially matched family members.","1-ac5d259c1af73642fe7109c751a9fcedcc51a57f0c50390ed066fcbffcb0116f","root.record.ProgramElement.ProjectList.Project"
"Naval Special Warfare Performance and Injury Prevention Program","4.200","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","e407cb66821adb92aeeada35e25839a1d02424eebcf0a75d8f6693cd03518fdc","1-3517ded996258eed98a9747895337ea428cf5c47d13e6c9dbe493b66fd7a5db6","6.587","This effort continued the data collection at Naval Special Warfare Group 2 (Little Creek) and Naval Special Warfare Group 4, Special Boat Team 22 (Stennis), Seal Qualification Training (Coronado) to strategically maximize human capital by reducing the rate of unintentional musculoskeletal injury, sharpen battlefield performance, optimize military readiness, extend the lifecycle of the Operator, and enhance quality of life of the Operator after service.","1-ac5d259c1af73642fe7109c751a9fcedcc51a57f0c50390ed066fcbffcb0116f","root.record.ProgramElement.ProjectList.Project"
"ASW Research Prog - Cong","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","f404c8daa588ce6213692ea93ada8091201475f9c394c1cf24876efe2f1102ac","0-e8d38a9dacd8b900f8d7a6c592e6604d29aca00f05c1b28908f088269927e7a8","9.164","Provides opportunities for field development and field trials of passive acoustic and non-acoustic sensing approaches. Field efforts will involve use of Navy owned oceanographic ships.","1-f15c7932f6bbf5649a7452c4bc34e9a75b04c39338b9bc8c890ede0752a2b647","root.record.ProgramElement.ProjectList.Project"
"Power Proj Applied Research (Cong)","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","0d1c3ea12b335db26600cae7a7d46b61fb07e1c8f0cb43ddef5c2fa4ff6cb359","0-7497bc1f9b2da3f2d961667c3ff2bfcbecae88f8098407eb975efa5f6a2d9e72","9.167","The UTC initiative continued to design, develop, integrate, test and demonstrate a gun hardened Guidance, Navigation, Control and Targeting (GNC&T) system.  UTC was leveraging its technologies and system components to enhance the value added for precision guided munitions.  As part of the initiative, UTC is developing a shortwave infra-red (SWIR) low cost multimode seeker.  Employing advanced technologies inherent in reconnaissance cameras these devices serve as both a superior semi-active laser (SAL) and a high resolution imaging seeker.  In FY13, UTC submitted milestone deliverables with a summary system technical data package complete with functional flow diagrams, performance requirements, and system architecture. UTC delivered a prototype SWIR seeker complete with performance predictions based on field test data.   The remainder of FY13 focused on integration and functionality into a compact, miniaturized modular seeker configuration and engineering builds and testing in laboratory environments and supersonic rocket testing to collect additional survivability and performance characteristics.","1-0419760b8c3d41d814f7a15319f52cf434dde86261705320ad7855c0afab43e6","root.record.ProgramElement.ProjectList.Project"
"Alternative Energy Research","25.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_MasterJustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2015.xml","04b51c2ab0af7bb0de09effadc4930884287a55efb59c84633f36fb3bc0ec827","0-4386aa8013930574ca9a9d2813389b1a6253194b874d8679f28a8a0137c3f9dd","36.483","FY13 Accomplishments include: -Successful testing of Ion Tiger hydrogen powered fuel cell, and setting of UAV airborne endurance records of 48 hour using liquid hydrogen fuel.   -Successful evaluation of the Micro Auto-Gasification System (MAGS) waste management unit at MARFORPAC HQ and BALIKATAN joint Marine Corps - Philippine Military exercise. -Successful evaluation of General Motors Equinox Fuel Cell Electric Vehicles (FCEVs) for non-tactical vehicle use at Naval Facilities. -Continued heat exchanger material corrosion evaluation and continued process control evaluations for Ocean Thermal Energy Conversion (OTEC) systems. -Continued development of sophisticated hydrodynamic tools for design of high performance, high efficiency hull forms for naval ships and craft. -Continued evaluation of grid frequency control techniques using grid frequency response and battery state-of-charge algorithms and 1MW, 250kW-Hr advanced, fast response Lithium-Titanate battery system to demonstrate 40% reduction in frequency variability.  -Initiation of evaluation of external power operations using General Motors Equinox Fuel Cell Electric Vehicles (FCEVs) with off-board power (OBP) capability at Camp Pendleton.   -Initiation of evaluation of plasma flow control to improve wind turbine efficiency.","1-298b1222d6205bfe9e4684f3cf6f9d928629962d53aa6dfe906b2a2802d13fbc","root.record.ProgramElement.ProjectList.Project"
