Name_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFive_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Army Active","141","44.154","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","4b506efa29037b7bbbe2c5b73c958896bf3713281696833a3c2ef59963ebf135","0-fbfbe04df84277887bf2f0cd71b0f72b0544361e25290b66c5ca1a40ce139cd6","0-d84eccbfcc3c5841dd46d2c017800955a341efcef06360dc62b1dd6b810d9d2d","root.record.ItemExhibitList.P5Item"
"Army National Guard","76","23.775","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","4b506efa29037b7bbbe2c5b73c958896bf3713281696833a3c2ef59963ebf135","1-7e719d1d9bf5948c09624dddaecc57ef8f8cb3c0698a242bfa465ad199b51214","0-d84eccbfcc3c5841dd46d2c017800955a341efcef06360dc62b1dd6b810d9d2d","root.record.ItemExhibitList.P5Item"
"Army Active","42","7.449","41","10.754","18.329","83","","","18.329","83","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","128abcfadac29c65ac065feaa1f195665647ce021269c20eaa1e402a3e36597e","0-b0f9c765f2a21102c12f2cbb96555f8934f10733171b0f968a852055cffdf09e","0-c8c437b5fc11fd6195590d7178ce9f2039929ee26748e7075bc21667952e2668","root.record.ItemExhibitList.P5Item"
"Army National Guard","54","9.573","79","18.751","4.771","37","","","4.771","37","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","128abcfadac29c65ac065feaa1f195665647ce021269c20eaa1e402a3e36597e","1-b87d228159d50414e5aef78071e1a35e9b22830f97e0cef1df87f8ef62ce4620","0-c8c437b5fc11fd6195590d7178ce9f2039929ee26748e7075bc21667952e2668","root.record.ItemExhibitList.P5Item"
"Army Active","14","227.66","9","193.935","163.526","10","","","163.526","10","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","2d6f13af07eca5508c9104d99307672eb832d95183a1851a45c8438514e8eb63","0-7034b2ef306c31da89a66b9bbfcc5936a46fb840a7dde8ff34e7f33e2e2ba62c","0-44d73a9d4c9238f15094998c87cab2c8924cad50e8c314de36797cd0b3a8fa13","root.record.ItemExhibitList.P5Item"
"Army National Guard","8","110.517","6","105.059","149.201","9","","","149.201","9","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","2d6f13af07eca5508c9104d99307672eb832d95183a1851a45c8438514e8eb63","1-7abe2d75e06fb7894f9346caeccdfea7b4117a12499c93234611c2a822922688","0-44d73a9d4c9238f15094998c87cab2c8924cad50e8c314de36797cd0b3a8fa13","root.record.ItemExhibitList.P5Item"
"Army Active","80","14.28","21","10.035","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","a0a1a831bbbe8bdcdd9ec654880e78c9f58c0fa133de88ed4cd9714d40ff0b37","0-e29cd10220819ba425eeb2d55d054b70f53eb00e8cfb1be61c73c0997ac94f52","0-3bcb95b65ef8f2f43184d374ef4a40109261571630607630e71f553e86a3ad25","root.record.ItemExhibitList.P5Item"
"Army Reserve","","48.627","112","20.161","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","a0a1a831bbbe8bdcdd9ec654880e78c9f58c0fa133de88ed4cd9714d40ff0b37","1-e84cbf3846e9f704c54f713ad616d3a7c7342ecd05ae86a1ec52289bf1277791","0-3bcb95b65ef8f2f43184d374ef4a40109261571630607630e71f553e86a3ad25","root.record.ItemExhibitList.P5Item"
"Army Active","533","9.982","386","13.607","8.141","231","","","8.141","231","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","04efc1f9166de61d8d749fdc3ca2dca7813d0fe24c2f3e02d3f85c2e29452e8b","0-131cfd3ce7b336ae389a7bd2fac73694ba2b26a3f2d57392ed3871ee6af9c3d7","0-06dfd0d6186afe6210a7c9b644440af136554f5672a2cc2c19d0ac7b32ce9007","root.record.ItemExhibitList.P5Item"
"Army National Guard","298","4.286","257","9.071","5.427","154","","","5.427","154","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","04efc1f9166de61d8d749fdc3ca2dca7813d0fe24c2f3e02d3f85c2e29452e8b","1-f557395594bc4e618b798679dbf71b8035d4c8798c748f6588158d4c8c184813","0-06dfd0d6186afe6210a7c9b644440af136554f5672a2cc2c19d0ac7b32ce9007","root.record.ItemExhibitList.P5Item"
"Army Active","","5.496","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","04efc1f9166de61d8d749fdc3ca2dca7813d0fe24c2f3e02d3f85c2e29452e8b","0-5f301f39a9807e616c870d71875355060e1bcaf6ede1f55e677fc27c73354437","1-3f801bf3c8e32ade60727d874de06c99e4c51c5adb25f05d9d19b0ed139932a2","root.record.ItemExhibitList.P5Item"
"Army National Guard","","0.288","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","04efc1f9166de61d8d749fdc3ca2dca7813d0fe24c2f3e02d3f85c2e29452e8b","1-c0a91c2f1a4f8a67e4f7ba000a568a2ec4227b2d4a1c62aad7b4b8c3d349cfab","1-3f801bf3c8e32ade60727d874de06c99e4c51c5adb25f05d9d19b0ed139932a2","root.record.ItemExhibitList.P5Item"
"Army Reserve","","0.335","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","04efc1f9166de61d8d749fdc3ca2dca7813d0fe24c2f3e02d3f85c2e29452e8b","2-521a0bad48652f349cfe03f51ae9f621c214b2060e841b6e9c7be15ed3b2909d","1-3f801bf3c8e32ade60727d874de06c99e4c51c5adb25f05d9d19b0ed139932a2","root.record.ItemExhibitList.P5Item"
"Army Active","137","32.243","587","24.531","10.621","113","","","10.621","113","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","04efc1f9166de61d8d749fdc3ca2dca7813d0fe24c2f3e02d3f85c2e29452e8b","0-53eb97c07e5795c343b8e2150fea96af9c8413ced5acc98b74f3edd474a56f52","2-0670101d18920f05eb983aa637c5ebfdc948b82ab3051fc37345e319ceacce0d","root.record.ItemExhibitList.P5Item"
"Army National Guard","88","2.313","393","16.355","7.081","76","","","7.081","76","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","04efc1f9166de61d8d749fdc3ca2dca7813d0fe24c2f3e02d3f85c2e29452e8b","1-d1d337b67d42c62f1341105bc59a540b8736581060dad6c3639b8250bdcc21a2","2-0670101d18920f05eb983aa637c5ebfdc948b82ab3051fc37345e319ceacce0d","root.record.ItemExhibitList.P5Item"
"Army Active","774","1.596","107","1.624","0.94","","","","0.94","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","04efc1f9166de61d8d749fdc3ca2dca7813d0fe24c2f3e02d3f85c2e29452e8b","0-a12dddb58e92ca9956a0273f6bfa88ab4848f6a63313e9a9579ddcca64e04631","3-fa08462a406b548481bd78ba531bd563ee7e683b96f1c80f353af00f88499539","root.record.ItemExhibitList.P5Item"
"Army National Guard","516","1.064","72","1.083","0.627","","","","0.627","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","04efc1f9166de61d8d749fdc3ca2dca7813d0fe24c2f3e02d3f85c2e29452e8b","1-ce7e52030aba9c88972fb15a135d290181427354a7b697d643dc84cd1432018a","3-fa08462a406b548481bd78ba531bd563ee7e683b96f1c80f353af00f88499539","root.record.ItemExhibitList.P5Item"
"Army Active","","8.827","344","8.887","5.986","","","","5.986","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","04efc1f9166de61d8d749fdc3ca2dca7813d0fe24c2f3e02d3f85c2e29452e8b","0-5de8378898033870b2cede6a5cac6838cc7fb36438129074e6b6fb5dabb92da8","4-2d99113801b10c31c98de84d3f0b7c69fb3fba8c911ecf1a7878cf9ee710fc85","root.record.ItemExhibitList.P5Item"
"Army National Guard","","2.595","229","5.924","3.991","","","","3.991","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","04efc1f9166de61d8d749fdc3ca2dca7813d0fe24c2f3e02d3f85c2e29452e8b","1-033a3d02e7eb101a59d4c7f1a1a4b018bb0627a102cef90ad24b803f526fa6df","4-2d99113801b10c31c98de84d3f0b7c69fb3fba8c911ecf1a7878cf9ee710fc85","root.record.ItemExhibitList.P5Item"
"Army Active","9225","25.71","3592","27.353","3.308","","","","3.308","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","f9dd2b3210165fab9b6fd6169774377853df4f669f5215bc5b8cd43022f00b32","0-c0044870f79dfeb3404b74166759d56eacad96c29a4ba4a4c97c6186fdd1cfec","0-2d37a1ac077b5172ae7add715619f9f63cf687469f65524b4789302bf11b3366","root.record.ItemExhibitList.P5Item"
"Army Reserve","614","0.658","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","f9dd2b3210165fab9b6fd6169774377853df4f669f5215bc5b8cd43022f00b32","1-d22cb2c86f3b15ce64854757a4fdb2ab5b7f7c6baa5ab72f296b9837d2b734da","0-2d37a1ac077b5172ae7add715619f9f63cf687469f65524b4789302bf11b3366","root.record.ItemExhibitList.P5Item"
"Army Active","206","11.714","316","6.857","2.422","28","","","2.422","28","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","43071c18385eff44c1867de3dd94cf17d367fc2d3e37dd106de7f726c2dde9e1","0-c9a794f482999f132d922da3b9ed6cf0faaee612c617a2dec99f257e2a81d8fa","0-4924780217a69120bdd1391970b2c776016457e49f312ffbc7a3d327cb5b5f3e","root.record.ItemExhibitList.P5Item"
"Army National Guard","169","4.547","62","2.136","3.201","37","","","3.201","37","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","43071c18385eff44c1867de3dd94cf17d367fc2d3e37dd106de7f726c2dde9e1","1-a22a5cf7c4e9421d5e473947bb3dc7e071472bb6c48f095580d1bebb7a4fe711","0-4924780217a69120bdd1391970b2c776016457e49f312ffbc7a3d327cb5b5f3e","root.record.ItemExhibitList.P5Item"
"Army Reserve","237","6.193","67","1.518","8.823","102","","","8.823","102","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","43071c18385eff44c1867de3dd94cf17d367fc2d3e37dd106de7f726c2dde9e1","2-b0dfa02d53c4d90d66e805c7ce798cb10626e9094a6ab86fd869d58e3ad5bf0f","0-4924780217a69120bdd1391970b2c776016457e49f312ffbc7a3d327cb5b5f3e","root.record.ItemExhibitList.P5Item"
"Army Active","","2.53","","2.556","2.167","","","","2.167","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","1b9c680bd8220bc2cb95e3e9cadbf84c5e1a1203f8adaebe608497362c3e0f04","0-6dd64ec2aaac34c58d875e43ab5b18be95f112e9718efc618ec06cce871db98b","0-fa06a9a2ea6e0e381ac42abe38d8f2fad1ef538c632ab6750904e64c3e7ea4bf","root.record.ItemExhibitList.P5Item"
"Army National Guard","","2.5","","2.475","2.44","","","","2.44","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","1b9c680bd8220bc2cb95e3e9cadbf84c5e1a1203f8adaebe608497362c3e0f04","1-8ccf9ef85c45c1a01e82681fd4f1465ecfbd10463a1e3b9a9972027b85ba2abe","0-fa06a9a2ea6e0e381ac42abe38d8f2fad1ef538c632ab6750904e64c3e7ea4bf","root.record.ItemExhibitList.P5Item"
"Army Active","8","49.859","7","43.163","5.623","1","","","5.623","1","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","35fead139aaa451e65b857005f5851ddeda1e8006952d024f6be59e22983769b","0-b200864edc47c76fc3ff5a379d10beacfeb9cece35f75fdd650a159146fd8def","0-ebbcd71d1da2980064ef1edb257ee6c391f2ad8c7eb80ffabfcf5e503c15a6c4","root.record.ItemExhibitList.P5Item"
"Army National Guard","10","40.851","5","20.981","23.543","6","","","23.543","6","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","35fead139aaa451e65b857005f5851ddeda1e8006952d024f6be59e22983769b","1-a00fb4be34652a5d0d69b35a83eacc04753f21c53e3a57540899f4efb126a08b","0-ebbcd71d1da2980064ef1edb257ee6c391f2ad8c7eb80ffabfcf5e503c15a6c4","root.record.ItemExhibitList.P5Item"
"Army Reserve","","","","","3.924","1","","","3.924","1","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","35fead139aaa451e65b857005f5851ddeda1e8006952d024f6be59e22983769b","2-b63a1e6eac3e2a74e600fd2dcc730f370da24c02342625ab29fabc3f9b6bccff","0-ebbcd71d1da2980064ef1edb257ee6c391f2ad8c7eb80ffabfcf5e503c15a6c4","root.record.ItemExhibitList.P5Item"
"Army Active","","","","","21.2","","","","21.2","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","875a63d239030dd4f8caacdd3a81db74a76e6f3209229619d9756da8fefbbcdc","0-77e5e50140597daf5582525359a120bff1a1330b81acfd583a590b7534fc7705","0-78b788fdd1e50660fbc5c78b7ff6b24617fe4257b20e731511268642ee818b0c","root.record.ItemExhibitList.P5Item"
"Army Active","","62.364","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","b4ed93a5248d6bfdaed0918ffe5870fac0657252571daa24ee47907d496f8fa1","0-bdbed2ea13235c6cdfe3cb6954bc7fd1616f2f5653799251ab513a9ff0b641fb","0-75f06ecc14f62e388cbebd88817912aeebb79c15b67bebd285194b173536e7fb","root.record.ItemExhibitList.P5Item"
"Army National Guard","","26.124","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","b4ed93a5248d6bfdaed0918ffe5870fac0657252571daa24ee47907d496f8fa1","1-f93c9d43ca99c98dd35559b8ab856b6d9914590b36a03349e793ca06a2931d0a","0-75f06ecc14f62e388cbebd88817912aeebb79c15b67bebd285194b173536e7fb","root.record.ItemExhibitList.P5Item"
"Army Active","","21.224","","14.377","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","a012dee1a46397ed5d8b8c5d61fe43dc74d67a0e8ba29a792e1705d9267c16ba","0-b670e1c766c073b85de1109c986c1ec154174df2c1607de4e40adfc49951cc8c","0-5c5988bcd0a637e644b4fb9aaddfd626942c20f40128a0b1350d6bd7a021e050","root.record.ItemExhibitList.P5Item"
"Army Active","","16.728","","30.509","30.196","","","","30.196","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","66386c2369d24018cf4746fa80ed4cf84a2cf16f7455325baec4c1348a87db1f","0-e097748a616f912d3d19142b768785adb87319502cd4e2e36dec986cea8cd929","0-06aea926a52275c6ac0e2ffea04f38999a1d44699d8b50138de66c731f2e1da4","root.record.ItemExhibitList.P5Item"
"Army National Guard","","10.496","","19.142","14.092","","","","14.092","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","66386c2369d24018cf4746fa80ed4cf84a2cf16f7455325baec4c1348a87db1f","1-a97eb677c409974bb0ad247f4947e2f039b874a774821cca4a06031c68c47418","0-06aea926a52275c6ac0e2ffea04f38999a1d44699d8b50138de66c731f2e1da4","root.record.ItemExhibitList.P5Item"
"Army Reserve","","5.576","","10.17","6.039","","","","6.039","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","66386c2369d24018cf4746fa80ed4cf84a2cf16f7455325baec4c1348a87db1f","2-fd356f47cfe0d300859481fae8c24501d30d9c13235f84296d770d15ab540c95","0-06aea926a52275c6ac0e2ffea04f38999a1d44699d8b50138de66c731f2e1da4","root.record.ItemExhibitList.P5Item"
"Army Active","365","24.99","330","30.031","35.516","368","","","35.516","368","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","d39d82c8894974a51fac134bf2e432fcbe05aee78eb09e8c48e90464f56c8d75","0-da055f385f8b118b7a7c1277e0e8e2e3373613dc2dadef093b2c8548dbbc9679","0-36014795cb2ae6acc0a4886d817f0fed62e839158c9c01d64fab831aed99f708","root.record.ItemExhibitList.P5Item"
"Army National Guard","210","35.453","116","21.241","2.412","25","","","2.412","25","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","d39d82c8894974a51fac134bf2e432fcbe05aee78eb09e8c48e90464f56c8d75","1-93eba581d7071a7dcf5da4f75b5cb8d5cad6320653f2cf201343cc29e3440589","0-36014795cb2ae6acc0a4886d817f0fed62e839158c9c01d64fab831aed99f708","root.record.ItemExhibitList.P5Item"
"Army Reserve","313","17.588","275","6.356","21.243","220","","","21.243","220","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","d39d82c8894974a51fac134bf2e432fcbe05aee78eb09e8c48e90464f56c8d75","2-809fd8482708b82819f8e50408017cfc498c019341c22dee66e0a189344344b7","0-36014795cb2ae6acc0a4886d817f0fed62e839158c9c01d64fab831aed99f708","root.record.ItemExhibitList.P5Item"
"Army Active","","56.73","","43.093","36.285","","","","36.285","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","875c17251dfbfbfdf1bdfcbc04d8d11e9eea14a7506460b2e3af3ed20c71050e","0-cbfda01a1863f9b6b8e2777142b1948ddd8aebad7eba0caee9f0ba774b6748d3","0-e6d54b2384253a66072dc2900a0d3f155b3f0732ae641319647e65e479a17b5f","root.record.ItemExhibitList.P5Item"
"Army National Guard","","24.357","","35.696","20.493","","","","20.493","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","875c17251dfbfbfdf1bdfcbc04d8d11e9eea14a7506460b2e3af3ed20c71050e","1-4adfd337f3c2c04a98289a161df5fb32d5c0c97e6ed5c658cb837ae84e13b77c","0-e6d54b2384253a66072dc2900a0d3f155b3f0732ae641319647e65e479a17b5f","root.record.ItemExhibitList.P5Item"
"Army Reserve","","0.909","","31.369","26.458","","","","26.458","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","875c17251dfbfbfdf1bdfcbc04d8d11e9eea14a7506460b2e3af3ed20c71050e","2-d088acde4d8516619d0397bf22d4fdea5be7b8a2f260f3680cb4846ad9f35a2e","0-e6d54b2384253a66072dc2900a0d3f155b3f0732ae641319647e65e479a17b5f","root.record.ItemExhibitList.P5Item"
"Army Active","","9.022","","3.011","0.7","","","","0.7","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","875c17251dfbfbfdf1bdfcbc04d8d11e9eea14a7506460b2e3af3ed20c71050e","0-6939048195c8256c4803cf5cd6dd78b7a0fdd43c3eef791e0256e65510f341d2","1-473be5a1b0e169f0652ceca46ea802fa98335a277126feac8bf8b61d4aa875c2","root.record.ItemExhibitList.P5Item"
"Army Active","","19.704","10","32.885","13.992","","","","13.992","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","bf93dc77b21adb6b52a9e2eb2930d86ecfb5a2dd9f691ebbfac82940ff3dc90f","0-a077219aa91c1ebffe4cdf868e5398bcc923009488080ae6315c0c60e9470899","0-42cf1a085982a9b1015a16a34fcabdf746622850b45d774473d737b0ac8c8289","root.record.ItemExhibitList.P5Item"
"Army National Guard","","","20","65.771","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","bf93dc77b21adb6b52a9e2eb2930d86ecfb5a2dd9f691ebbfac82940ff3dc90f","1-7b1a35e4e194c419f93036de543047f10ed9b1a3e24d1dde6715980b52ad120d","0-42cf1a085982a9b1015a16a34fcabdf746622850b45d774473d737b0ac8c8289","root.record.ItemExhibitList.P5Item"
"Army Active","","8.007","1080","13.238","12.738","","","","12.738","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","5b8533afa6fa9a7ef74a42c62dbda50918f3af40a157465d69d67089369e729d","0-f7378b90b5981e82f7367ec609b4c116c4c7c7bb9c9b75207ca1eda60b96499a","0-f133a7b10852e676d2a5941ea97342ea76da7029905637066254b628855032a5","root.record.ItemExhibitList.P5Item"
"Army National Guard","","3.072","500","5.093","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","5b8533afa6fa9a7ef74a42c62dbda50918f3af40a157465d69d67089369e729d","1-e2c2cf8febb5f4f36810ddb1403549c34d852c2047861c6fb21f1b678fd9f90d","0-f133a7b10852e676d2a5941ea97342ea76da7029905637066254b628855032a5","root.record.ItemExhibitList.P5Item"
