Name_val,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_TotalCost_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,Cost_UnitCost_BudgetYearThree_val,Cost_UnitCost_BudgetYearFour_val,Cost_UnitCost_BudgetYearFive_val,Cost_UnitCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ManufacturerList_Manufacturer,AllPriorYearsDeliveries_val,@PARENTROWID,@PARENT
"JSAM RW MPU-5 - NET Training / Training Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.679","0.504","0.504","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","d977fd8b6efd538276c790b02e3c3cee080fc0cff92fa7f25f69032143ad5870","4-af7a5a73570567995c07a7dd817a7f768dcbffe8dd2e48c9388184c0fbb4a81c","","","0-53367afeb1173edbe46e22fca2022ea6dcbf4dcab4b239434cbb8c6ad5fe7f57","root.record.ItemExhibitList.P5Item"
"JSAM RW MPU-5 - Tooling","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.406","0.02","0.829","0.829","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","d977fd8b6efd538276c790b02e3c3cee080fc0cff92fa7f25f69032143ad5870","5-b42a49973c309e541703cded2cf39c21e8059192f8e24c8d7d28c95baf81038a","","","0-53367afeb1173edbe46e22fca2022ea6dcbf4dcab4b239434cbb8c6ad5fe7f57","root.record.ItemExhibitList.P5Item"
"JSAM RW MPU-5 - Initial Spares/Fielding Components","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.474","1.173","2.419","2.419","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","d977fd8b6efd538276c790b02e3c3cee080fc0cff92fa7f25f69032143ad5870","6-2c35422a619853161de91f30ed2c10d574d1c42e36c855a549bc02c3978a833c","","","0-53367afeb1173edbe46e22fca2022ea6dcbf4dcab4b239434cbb8c6ad5fe7f57","root.record.ItemExhibitList.P5Item"
"JSAM SA MM53 - NET Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.325","0.893","0.893","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","d977fd8b6efd538276c790b02e3c3cee080fc0cff92fa7f25f69032143ad5870","7-2bd738d9e0f832b256d9198b74c566bc046908c8a07dcd00260151f7c1467485","","","0-53367afeb1173edbe46e22fca2022ea6dcbf4dcab4b239434cbb8c6ad5fe7f57","root.record.ItemExhibitList.P5Item"
"JSAM SA MM53 - Initial Spares/Components","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.686","1.277","1.277","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","d977fd8b6efd538276c790b02e3c3cee080fc0cff92fa7f25f69032143ad5870","8-6a16d6ddc724f297ab3d0bce0c1b1fea043c026ef5854a41cb7a53816283d816","","","0-53367afeb1173edbe46e22fca2022ea6dcbf4dcab4b239434cbb8c6ad5fe7f57","root.record.ItemExhibitList.P5Item"
"Spares","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.084","0.04","0.072","0.072","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","d977fd8b6efd538276c790b02e3c3cee080fc0cff92fa7f25f69032143ad5870","0-ad9b062f7dc77a759d041428f798381a1897fc84e4a6c8375475ce9d0fe18c9e","","","3-b28df7bc0ff53b67a11f25264b84e033db6f0c4ec6a72c996530e00b640a2995","root.record.ItemExhibitList.P5Item"
"Technical Data","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.001","0.001","0.001","0.001","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","d977fd8b6efd538276c790b02e3c3cee080fc0cff92fa7f25f69032143ad5870","1-90fdbef397f9754184920a65548b0c5bf3b60b0706e979acdc8dde9e248ff16f","","","3-b28df7bc0ff53b67a11f25264b84e033db6f0c4ec6a72c996530e00b640a2995","root.record.ItemExhibitList.P5Item"
"Care of Supplies in Storage","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.031","5.027","3.935","3.935","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","d977fd8b6efd538276c790b02e3c3cee080fc0cff92fa7f25f69032143ad5870","0-0a09235f38144d9f59354f3f42aa17f7103708ba706c3c23584f05460b5f730a","","","4-1ce4840df643788191b975daf476e3b7d55b7ca0796aa6cd94a4dcb351ebbf4a","root.record.ItemExhibitList.P5Item"
"New Equipment Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.141","1.368","1.409","1.409","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","d977fd8b6efd538276c790b02e3c3cee080fc0cff92fa7f25f69032143ad5870","1-8299b691ce095cd62170cc6eba8a35409290a7b06c776bc8adf352dfdf4e2ed7","","","4-1ce4840df643788191b975daf476e3b7d55b7ca0796aa6cd94a4dcb351ebbf4a","root.record.ItemExhibitList.P5Item"
"Stockpile Systems (Nuclear Planning & Execution System)","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.261","0.267","0.674","0.674","1.633","0.674","0.687","","","","0.701","0.715","true","","1","1","1","1","","","","","","","0.261","0.267","0.674","0.674","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","0-b8f4b490ca0ebcd5a55fb9be2036bc84e98992b546be5f7890b56ab7660c9b75","","0-c27cf580673a9e5448d022137efa983d8489bfa3a65fabdd25bd0fffc97b37a2","root.record.ItemExhibitList.P5Item"
"NACT Radionuclide Recapitalization","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.989","1.857","2.479","2.479","1.934","2.479","2.521","","","","2.571","2.622","true","","1","1","1","1","","","","","","","1.989","1.857","2.479","2.479","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","1-8a0b353349864089c449317608880683637456ccaa9ecb0ab59df4548b74f17c","","0-c27cf580673a9e5448d022137efa983d8489bfa3a65fabdd25bd0fffc97b37a2","root.record.ItemExhibitList.P5Item"
"Nimble Elder Chemical Biological (CB) Analytical Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.517","0.517","","0.517","0.526","","","","0.537","0.548","true","","","","1","1","","","","","","","","","0.517","0.517","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","2-224b87c562a91eda3af0cfa4f9382184e07f4f302c615b5ee858712249157c4d","","0-c27cf580673a9e5448d022137efa983d8489bfa3a65fabdd25bd0fffc97b37a2","root.record.ItemExhibitList.P5Item"
"IA Situational Awareness/Command & Control","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","","","","0","0","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","3-f279a62ad7211f534513f27a81809b2ff8bc42c30c10072baffed97b09b1abdc","","","0-c27cf580673a9e5448d022137efa983d8489bfa3a65fabdd25bd0fffc97b37a2","root.record.ItemExhibitList.P5Item"
"Nimble Elder Tactical/Communication Vehicles","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.509","","","1","","","","","","","","","","1","1","","","","","","","","","0.5","0.509","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","0-7a2bc2c79d5832c04cc432cac920d440f992316ce77fdbc9e9f2889880e96762","","1-9690c97f5c83580955e9bccd2631b5f6ffa8587656e3f9c24aa50bb9692569e7","root.record.ItemExhibitList.P5Item"
"Reachback Computational Servers/Data Storage","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.943","1.05","","","1.154","","","","","","","","","","1","1","","","","","","","","","0.943","1.05","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","0-c479be17db7d40c8cbafc719d2f606a7e71490e6730c1019eccbad626842be68","","2-da295ee95371f85951a6be1ab48a51e4884339e54cac2371a9fc5d0c642e10bf","root.record.ItemExhibitList.P5Item"
"Reachback Server, Metrological Data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","1-dac72b507a59cdc408fef14150e3bac8e9c11268804eecd1895267fb2f1ec01e","","","2-da295ee95371f85951a6be1ab48a51e4884339e54cac2371a9fc5d0c642e10bf","root.record.ItemExhibitList.P5Item"
"Albquerque Physcial Plant Modernization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","2-846e0158bd13b955d704e4de6f3ae3c5bbd64c419daa02cefae046a1ea0c1dfd","","","2-da295ee95371f85951a6be1ab48a51e4884339e54cac2371a9fc5d0c642e10bf","root.record.ItemExhibitList.P5Item"
"DTRA Storage Infrastructure Modernization (Site 1)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","3-25f749dd79716a97c8fe4e58927fec3051b369bc67ed3c245a8daea4dfdb5879","","","2-da295ee95371f85951a6be1ab48a51e4884339e54cac2371a9fc5d0c642e10bf","root.record.ItemExhibitList.P5Item"
"DTRA VOIP System (Inlcuding access layer software for Site1 and Site 2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","4-58f497b780e667bee0005819422bcdc0ff2616b90819ae92d1089632f56bad64","","","2-da295ee95371f85951a6be1ab48a51e4884339e54cac2371a9fc5d0c642e10bf","root.record.ItemExhibitList.P5Item"
"Synchronus MetroCluster (Unclassified)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","5-3cf280428d44517171a2991ce5af3c3aebd8cfded3316743765d2d27facc2bd9","","","2-da295ee95371f85951a6be1ab48a51e4884339e54cac2371a9fc5d0c642e10bf","root.record.ItemExhibitList.P5Item"
"Reachback Server, Numerical Weather","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","6-5646d47dec75dcf82785b7b6880abe42f28aadb6992341e9ab48b538afaaa9fb","","","2-da295ee95371f85951a6be1ab48a51e4884339e54cac2371a9fc5d0c642e10bf","root.record.ItemExhibitList.P5Item"
"Software Quality Assurance (SQA) Toolset","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","7-430a020a3d6451bb927a44ac04350e10ca3bac836975490f3b6f467052db4e62","","","2-da295ee95371f85951a6be1ab48a51e4884339e54cac2371a9fc5d0c642e10bf","root.record.ItemExhibitList.P5Item"
"Blue Coat (hardware Proxy Devices) (Red River Computer Company, Fort Belvoir VA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","8-6d01705caab89332a1cf85a5afc1b5e20c8fa21ed60d093770f97d21d06c0688","","","2-da295ee95371f85951a6be1ab48a51e4884339e54cac2371a9fc5d0c642e10bf","root.record.ItemExhibitList.P5Item"
"Virtual Server Farms Capability, Networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","9-ee9bdd402c95e01dd23ed84c29e2a4e7e981bfa7e880a6dc2437ef1a0134f8b6","","","2-da295ee95371f85951a6be1ab48a51e4884339e54cac2371a9fc5d0c642e10bf","root.record.ItemExhibitList.P5Item"
"Network Telecom Equipment and Services (5th Signal Command Darmstadt, Germany)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","10-5ea59884bb2b6462346a25bc8dc9fd3a2fb7ac74dc2c8cb01734b8999f9c531b","","","2-da295ee95371f85951a6be1ab48a51e4884339e54cac2371a9fc5d0c642e10bf","root.record.ItemExhibitList.P5Item"
"Equipment Purchase Phase II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","11-30cae33269c73543c45de60e6f20e784507f935d6119fd729dd88e7cdedd5c99","","","2-da295ee95371f85951a6be1ab48a51e4884339e54cac2371a9fc5d0c642e10bf","root.record.ItemExhibitList.P5Item"
"IT Installation Kleber Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.629","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","12-eeedf1c39af401f2581351ebcc6beff2f032d6053dfb366d13e829c593f5fbe1","","","2-da295ee95371f85951a6be1ab48a51e4884339e54cac2371a9fc5d0c642e10bf","root.record.ItemExhibitList.P5Item"
"Virtual Desktop Infrastructure (VDI)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","13-4d763b6568b87e34308ce5d5202076c6fbd8670a5e001a85602694c79332cc95","","","2-da295ee95371f85951a6be1ab48a51e4884339e54cac2371a9fc5d0c642e10bf","root.record.ItemExhibitList.P5Item"
"DTRA DMZ and Server Access Architecture (Site 1 and 2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","14-26030d16fdf4b9a7345f76f166a747526cd6fc40f74ddb32979ede3560f5cd55","","","2-da295ee95371f85951a6be1ab48a51e4884339e54cac2371a9fc5d0c642e10bf","root.record.ItemExhibitList.P5Item"
"WAN Acceleration and Deep Packet Inspection Infrastructure (Site 1 and Site 2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.471","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","15-342356a0884d3e9e9d097b0c2f70acff806a41d6f8761ffba5edfdf58f3d4d43","","","2-da295ee95371f85951a6be1ab48a51e4884339e54cac2371a9fc5d0c642e10bf","root.record.ItemExhibitList.P5Item"
"Reachback Analyst Workstations and Peripherals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DTRA-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2017.xml","3ddef5efcf2bd63258d27607a80262efa07878bcab1567f3a5f43b6da4388e44","16-40cb43019932a1cc39abc5525d0fcb93880250ddcb85312315c8f6896b4447d5","","","2-da295ee95371f85951a6be1ab48a51e4884339e54cac2371a9fc5d0c642e10bf","root.record.ItemExhibitList.P5Item"
