Name_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ModsOutYearDelta_Quantity_BudgetYearTwo_val,ModsOutYearDelta_Quantity_BudgetYearThree_val,ModsOutYearDelta_Quantity_BudgetYearFour_val,ModsOutYearDelta_Quantity_BudgetYearFive_val,ModsOutYearDelta_Cost_BudgetYearTwo_val,ModsOutYearDelta_Cost_BudgetYearThree_val,ModsOutYearDelta_Cost_BudgetYearFour_val,ModsOutYearDelta_Cost_BudgetYearFive_val,@PARENTROWID,@PARENT
"Army Active","32","50","77","77","68","39","46","7","","2.608","4.185","6.093","6.093","5.363","3.166","3.664","0.563","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","0280e8037cf3d265dfc0bc45f4f3994efa5206d5f3ddd130abbe942697ccbcee","0-2814a1495e393bdf8cfda8dcdcc51e164037351abf5effc2d44d14478fdf9e8f","","","","","","","","","5464-5cb44155d93b3fc6dd1c431cfe7015c8fc759b2ef30674e12c2428cbd983f74f","root"
"Army National Guard","88","95","","","","92","97","115","","7.562","8","","","","7.433","7.759","9.175","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","0280e8037cf3d265dfc0bc45f4f3994efa5206d5f3ddd130abbe942697ccbcee","1-ee266e659d304ee969de5e5fc2d122e93e1c889a863021be58ecaae0caf75420","","","","","","","","","5464-5cb44155d93b3fc6dd1c431cfe7015c8fc759b2ef30674e12c2428cbd983f74f","root"
"Army Reserve","70","46","","","","39","106","113","","6.048","4","","","","3.166","8.454","8.988","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","0280e8037cf3d265dfc0bc45f4f3994efa5206d5f3ddd130abbe942697ccbcee","2-f81fe2e7bdcbff3d770c3ce367db32d89f52e2fcee342eaa0083c9f5fe9138f4","","","","","","","","","5464-5cb44155d93b3fc6dd1c431cfe7015c8fc759b2ef30674e12c2428cbd983f74f","root"
"Army Active","137","190","137","137","144","239","241","350","","1.138","1.565","1.134","1.134","1.191","1.984","1.986","3","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4b79427d31425ce314e42badbc22367303c3b11d2fc019a033220be19c2ceb2f","0-079f3e30dd05f0a84d6f42dc598c2f2248878439d8a8d802109424a014df1ff6","","","","","","","","","5465-4e5d249ceaca15d6c2539ab82bd41cedb68f3da5e47e3c5391fb848e9c443b87","root"
"Army Active","9597","","","","","","","","","12.089","17.693","11.575","11.575","17.018","17.792","16.148","15.687","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","6f6c7b4129e11007f4683a0fa16ae7b761e3fe093f2491ae3fad11f2b13d3772","0-9c4b040c5c23d075f59c572eeac3190aaa50d71e2bdb52942f0a2a127a158109","","","","","","","","","5466-57811703b4515f34d6e0dcda56877b6670d5f0945b225197073cc550e1560d26","root"
"Army Active","","","","","","","","","","110.835","145.49","91.983","91.983","108.577","161.278","122.681","145.313","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","0-3839ae25da9fd89be72cbb4c28ede1219d76af6169f8f22a4952ef523fe39fd9","","","","","","","","","5467-2f4770073588f0bbd0a8ab4fffa83d927ece43005ca5a39e43e782dfb74d155d","root"
"Army Active","","","","","","","","","","13.54","6.416","4.465","4.465","4.608","4.61","4.453","4.571","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","f7c1135f3361fe66bb3b64cff564e1a6e99da92d09e6bf719650e29bbe9b9e98","0-e34eb2f58030461952e71293954492fb962a478375f511db1af83f6e422345db","","","","","","","","","5468-0842317b574d2d011e0bbcc41e7c7a86869629dfc00adf3f149af18ff46e68bd","root"
"Army Active","","","4","4","4","4","4","4","","62.319","58.614","66.363","66.363","67.147","68.445","69.328","71.717","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","342c48657e9da0f1a2c6a8b09e441f685915b05ebb75f443b328bcb919df1865","0-356f6220c34b5d627b6d1baff550d96b0d64479519084a1e825d85d4c7f4a5b0","","","","","","","","","5469-68b10437421c3728c288405d876258e931fe582304df7ecff783bccb42f4c5db","root"
"Army Active","","","","","","","","","","","0.986","1.001","1.001","15.527","16.902","8.573","6.04","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","2d85f1a9d5184a833e602e0cad6e22df16017e599a0a87967d5f7c3c2aa2fa34","0-d39494581e8762c69f55496c247cd7203effd4748e98c63983db42f3093c400f","","","","","","","","","5470-e47a6a9fefb898e8dd36a65d20c5c4a5bdbf3ff69f36a2096e821b994c5dd094","root"
"Army Active","","","","","","","","","","17.894","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","c30d32ebe826b56032151b2c56f3670f6fc0a1b8dd0d1c87d87ccc653140958e","0-f090c1e246e5f78cc9ff72bd862a65ef946495a3ad3243b27e86bd851cc25f04","","","","","","","","","5471-dafc791d419e604a883d43d3f6e6ddd9afd857315cc46a42c9a2528eb206d81c","root"
"Army National Guard","","","","","","","","","","","14.297","15.71","15.71","16.944","16.934","16.927","17.265","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","c30d32ebe826b56032151b2c56f3670f6fc0a1b8dd0d1c87d87ccc653140958e","1-fde974f550b3449355291fd6019fb09bcf6d5044101c03be7cd392986c693b18","","","","","","","","","5471-dafc791d419e604a883d43d3f6e6ddd9afd857315cc46a42c9a2528eb206d81c","root"
"Army Reserve","","","","","","","","","","","9.531","10.473","10.473","11.296","11.29","11.284","11.51","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","c30d32ebe826b56032151b2c56f3670f6fc0a1b8dd0d1c87d87ccc653140958e","2-3d9b21dabfee620beea7890c5fe7115701611623d566243065d51c0baccb6644","","","","","","","","","5471-dafc791d419e604a883d43d3f6e6ddd9afd857315cc46a42c9a2528eb206d81c","root"
"Army Active","","40","96","96","109","112","115","110","","","1.191","2.441","2.441","2.48","2.75","2.796","2.936","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","3fcf44e10e25ec4fb379b343e303a73b48300bcfc57273c1f3947456be487f5e","0-965f5115525ee945ee0331d072cbfe0ab30593c065d7ad6561a73cb413f62d94","","","","","","","","","5472-b2f2195413dd7db7c1b49b7d609e046ec04add5a462e637900044d062663c6b2","root"
"Army National Guard","","","27","27","29","29","29","29","","","","1","1","1.239","1.375","1.398","1.469","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","3fcf44e10e25ec4fb379b343e303a73b48300bcfc57273c1f3947456be487f5e","1-9a12c94fa6c9545e1aaf28acfd99e140f5eb945e0a57a433149421281ee53789","","","","","","","","","5472-b2f2195413dd7db7c1b49b7d609e046ec04add5a462e637900044d062663c6b2","root"
"Army Reserve","","","27","27","29","29","29","29","","","","1","1","1.239","1.375","1.398","1.469","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","3fcf44e10e25ec4fb379b343e303a73b48300bcfc57273c1f3947456be487f5e","2-3e37305742646434607ee84269c2ae7f180ee4a92e4a7e6a2270c859ed5ea505","","","","","","","","","5472-b2f2195413dd7db7c1b49b7d609e046ec04add5a462e637900044d062663c6b2","root"
"Army Active","","","","","","","","","","9.203","4.565","4.047","4.047","5.91","1.081","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","6c97f78300fa79e9fe43c084c528b71296504bf5f71691eefc169448451ab680","0-d2aecb15ce5d78f1e49f5f57f7028d6a032e798eeac9c082c53149fe0c0546f3","","","","","","","","","5473-db2fd7db8d4fd7614709624218924bd4f32d0d618f17393ce3cdb15c138b7e74","root"
"Army National Guard","","","","","","","","","","2","2.3","2.502","2.502","1","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","6c97f78300fa79e9fe43c084c528b71296504bf5f71691eefc169448451ab680","1-c999afdc6cace5d1e480b943ffa324c60b29b3e7c487cdf857dc835d45d319d0","","","","","","","","","5473-db2fd7db8d4fd7614709624218924bd4f32d0d618f17393ce3cdb15c138b7e74","root"
"Army Reserve","","","","","","","","","","2.25","2.3","0.25","0.25","0.25","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","6c97f78300fa79e9fe43c084c528b71296504bf5f71691eefc169448451ab680","2-e5ca835d36b81f2401a24f89cbc0883abfb5f1cdc6f4a5f373a1f9cb20e80856","","","","","","","","","5473-db2fd7db8d4fd7614709624218924bd4f32d0d618f17393ce3cdb15c138b7e74","root"
"Army Active","17","41","12","12","3","2","12","39","","2.603","0.749","1.414","1.414","0.64","0.469","1.54","3.72","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","0286da6120013ada452977ead9bf75469f35e87bdfb92da6629912e2c9c607bf","0-7664753ff61fae6f1553c5e5a470eecde663e8f5b23be51bf8becfc0e06b0c82","","","","","","","","","5474-df1552f12bd7b982a3249f3186be3cf0ceb36c4dd063e281c67e28dde9d8ed45","root"
"Army National Guard","9","4","8","8","4","2","15","19","","1.232","0.682","1","1","0.677","0.47","1.574","2","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","0286da6120013ada452977ead9bf75469f35e87bdfb92da6629912e2c9c607bf","1-a1a46e32d78db78f73e98116da9036202bbfbccffb8a98a1791f266b303af1a7","","","","","","","","","5474-df1552f12bd7b982a3249f3186be3cf0ceb36c4dd063e281c67e28dde9d8ed45","root"
"Army Reserve","7","5","7","7","4","2","13","18","","1.255","0.66","1","1","0.677","0.469","1.573","2","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","0286da6120013ada452977ead9bf75469f35e87bdfb92da6629912e2c9c607bf","2-57bfdfa05a7d230f01ab58133d4b725243d7d87c1e5bcbb988e6998aa6efd207","","","","","","","","","5474-df1552f12bd7b982a3249f3186be3cf0ceb36c4dd063e281c67e28dde9d8ed45","root"
"Army Active","","","","","","","","","","0.425","0.403","0.499","0.499","0.512","0.522","0.532","0.547","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","9f68c766810ad5e52363ce3d8bb687373364c241de493162a850e09808668e00","0-6d1d7a043bf037d268c01f34b848905b4eac517299bacc99ae6f2bfb2e1c9b44","","","","","","","","","5475-ed5c2bb58d0ab6b11245f97bdf22c110e9e4bfbc112d3317d6402359ab39b781","root"
"Army Active","4","4805","1452","1452","7253","3809","3809","3809","","0.248","7.724","1.613","1.613","2.225","2.4","2.4","2.4","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","0fcf686b1ef4e9b332b7b376cb8230f0a394d0b6aad33c9c2026b4ac674a7dbd","0-faf468b34f336732f086fed925527d49e8cc5b5d2db1caa7f693960558d1c5c7","","","","","","","","","5477-5628b560ba8c1f9e10ec2c448b38a7f4d2f8bf2ad2fba3c1f7a8ed6da3fa4063","root"
"Army National Guard","","9306","","","","","","","","","4.115","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","0fcf686b1ef4e9b332b7b376cb8230f0a394d0b6aad33c9c2026b4ac674a7dbd","1-57ad878709b803e87c4143bcea4686ddcc0cc1f268d18dfafe177ec3164fa83e","","","","","","","","","5477-5628b560ba8c1f9e10ec2c448b38a7f4d2f8bf2ad2fba3c1f7a8ed6da3fa4063","root"
"Army Reserve","","3862","","","","","","","","","1.627","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","0fcf686b1ef4e9b332b7b376cb8230f0a394d0b6aad33c9c2026b4ac674a7dbd","2-8fa75e462db612c2b39366a5485dfc526ff4c987d178ef2b1931721370c9578c","","","","","","","","","5477-5628b560ba8c1f9e10ec2c448b38a7f4d2f8bf2ad2fba3c1f7a8ed6da3fa4063","root"
"Army Active","14","344","95","95","219","1150","122","128","","1.487","6.141","2.804","2.804","4.855","3.635","3.411","3.227","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","ed336267ca274916776a02a457cd120b66cda1f68728d397c556003805c9571f","0-3fa545c33da1068a141b0674a402f8f8c8cee6b72c4ce1fcdb6911681e334c74","","","","","","","","","5478-98021bf25fb1519e8c4c9d6061337a317014bd1b5e470ace9dc008fe6ecc5089","root"
"Army National Guard","","55","79","79","214","121","108","121","","","2.413","4.538","4.538","7.921","5.93","5.565","5.265","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","ed336267ca274916776a02a457cd120b66cda1f68728d397c556003805c9571f","1-d242364edf0054216079af3b510947f98144bed15c96b9c5602dc7237a06b504","","","","","","","","","5478-98021bf25fb1519e8c4c9d6061337a317014bd1b5e470ace9dc008fe6ecc5089","root"
"Army Reserve","","28","59","59","131","75","75","77","","","1.241","2.354","2.354","4.492","3.363","3.157","2.986","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","ed336267ca274916776a02a457cd120b66cda1f68728d397c556003805c9571f","2-2e717046de0a6c40679b2ca400688105c129c71a90dc5d853ff63e2a63fbf1c4","","","","","","","","","5478-98021bf25fb1519e8c4c9d6061337a317014bd1b5e470ace9dc008fe6ecc5089","root"
"Army Active","","16","8","8","34","30","10","","","","10.5","5.009","5.009","13.424","10.525","6.102","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","e97c6e2df12f1cc16737d256c87f0e67d6fbb4175b3f0d0fce62e2eaa7fe6bf7","0-5b71db2652e19204855e27b5898833860107290eda166c2bb378f5db3f6c0b2f","","","","","","","","","5479-fc9626aa1e62f361a5ef521db704aacf539461fcb7473f96dc88da98e631fd70","root"
"Army National Guard","","","4","4","9","22","4","","","","","2.781","2.781","3.554","7.718","2.441","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","e97c6e2df12f1cc16737d256c87f0e67d6fbb4175b3f0d0fce62e2eaa7fe6bf7","1-a6e9d8d31cc184018ea7305a00cefd5e7764324cb627ad4d20b2002aa038c0b8","","","","","","","","","5479-fc9626aa1e62f361a5ef521db704aacf539461fcb7473f96dc88da98e631fd70","root"
"Army Reserve","","","4","4","8","20","4","","","","","2.781","2.781","3.159","7.016","2.441","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","e97c6e2df12f1cc16737d256c87f0e67d6fbb4175b3f0d0fce62e2eaa7fe6bf7","2-ef0edc02666deacc52bd13e73688e3f3ee8948cff5c6c163aad3f3f14cb07714","","","","","","","","","5479-fc9626aa1e62f361a5ef521db704aacf539461fcb7473f96dc88da98e631fd70","root"
"Army Active","20","","19","19","37","72","59","32","","6.783","0.274","21.695","21.695","41.423","31.878","27.461","15.66","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","8ef851e61d854d6ed7bb9c438cfecfaf94482ae7d1db41ce20694edbcd658dd6","0-87dc8123444d0ae3853895bd8bf913059a8e6dc7b1c0d57b86c36dff6e125e45","","","","","","","","","5480-45ae0b33e34bcc0919c9994afebefa41a88509bb84e5bce3b75567444851a954","root"
"Army National Guard","10","","","","","11","59","31","","3.391","","","","","9.384","27.461","15.18","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","8ef851e61d854d6ed7bb9c438cfecfaf94482ae7d1db41ce20694edbcd658dd6","1-791e8de763701f35a4e25f7ba4cca07eba23f2749fb725d39249a22833544b9e","","","","","","","","","5480-45ae0b33e34bcc0919c9994afebefa41a88509bb84e5bce3b75567444851a954","root"
"Army Reserve","10","","","","","11","57","31","","3.391","","","","","9.384","26.298","15.18","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","8ef851e61d854d6ed7bb9c438cfecfaf94482ae7d1db41ce20694edbcd658dd6","2-4d55d2a91d434f972eafa3ec748d53b40ae1832ec15eeb0993392084d43fe361","","","","","","","","","5480-45ae0b33e34bcc0919c9994afebefa41a88509bb84e5bce3b75567444851a954","root"
"Army Active","38","18","61","61","87","88","97","98","","6.96","1.949","10.073","10.073","14.383","14.465","15.975","30.065","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","e189ce5e863b1123595c2c88a7aebca0310af05dc38357bd755d1b5000f60e7f","0-457fb1ffd832abf011400b5e7831a7217b81e20795602dd34bf379cd23886b40","","","","","","","","","5482-49878cd22f4f925a6a874c916f5e63641af2897923afe0d71e53ec873ff80e02","root"
"Army Active","","28","200","200","814","1112","1327","1393","","","5.471","3","3","21.724","52.057","92.696","113.683","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4bb4eb7dc7d4e8a5d2ed8553046b247bc333aa3a7bc6334f597f961054a9c519","0-53fc8f807f6ca608db5de1282285d37caee05aabded1c80b32da1e21c4066488","","","","","","","","","5483-873c3f06b96d93ab51db9b40d04c47c1426281fb80080138d40f936f2508e11b","root"
"Army National Guard","","","","","","","43","35","","","","","","","","10.782","8.816","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4bb4eb7dc7d4e8a5d2ed8553046b247bc333aa3a7bc6334f597f961054a9c519","1-f0499bb3e6c8bbf353cf76165500746a64b89237341efd0a44090bb9637f1135","","","","","","","","","5483-873c3f06b96d93ab51db9b40d04c47c1426281fb80080138d40f936f2508e11b","root"
"Army Reserve","","","","","","","17","18","","","","","","","","4.41","4.653","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4bb4eb7dc7d4e8a5d2ed8553046b247bc333aa3a7bc6334f597f961054a9c519","2-1f67d7225cce5586b00342546f07c267460ba6e99532a4479ac9892a57dfed7a","","","","","","","","","5483-873c3f06b96d93ab51db9b40d04c47c1426281fb80080138d40f936f2508e11b","root"
"Army Active","262","486","","","76","33","46","","","12.419","3.577","","","6.5","3","4","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","175ec4deb754090a8e33c2e16218a7967ed139110a2e82b1ca66cd71e4f5fdc8","0-a49df3f714eb450a8520b1be3a71b6d0703346f6bdbc4fcbe1fe08cb5a422e0b","","","","","","","","","5484-9340594bd1ba6f62f74356ddf506a54c08d287752a9948b96f14851b6e720ee9","root"
"Army National Guard","97","154","","","35","10","10","","","4.724","1.993","","","3","1","1","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","175ec4deb754090a8e33c2e16218a7967ed139110a2e82b1ca66cd71e4f5fdc8","1-46212f5df9f8bfd2b418ea690d5cb70dea13033a7be7951d14793564ea9f8413","","","","","","","","","5484-9340594bd1ba6f62f74356ddf506a54c08d287752a9948b96f14851b6e720ee9","root"
"Army Active","63","5","56","56","","","","","","3.69","0.211","2.1","2.1","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","6088527bf0ba8439efb3ccf93b7bc13c147f33e1849cd997ec6694629dd84d17","0-ea1bd1c0d97d781e5c1a57d3624762f1f0aeed859705da03421be91b3031f9c0","","","","","","","","","5485-86e81c778583e06a485ed9e3b58bfcd570d758a8c06844077584a32b47e04d14","root"
"Army National Guard","53","79","65","65","","","","","","3.102","4.912","2.971","2.971","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","6088527bf0ba8439efb3ccf93b7bc13c147f33e1849cd997ec6694629dd84d17","1-50c822a739cb7fe45361a4e26571ef2e1f74cc310df9e87b8a3cfc8ed0565aba","","","","","","","","","5485-86e81c778583e06a485ed9e3b58bfcd570d758a8c06844077584a32b47e04d14","root"
"Army Reserve","26","18","14","14","","","","","","1.492","1.115","0.776","0.776","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","6088527bf0ba8439efb3ccf93b7bc13c147f33e1849cd997ec6694629dd84d17","2-5a19b021b5f9b9964894800b17b182d9b1aecb7d5ddf264f44752987089c6670","","","","","","","","","5485-86e81c778583e06a485ed9e3b58bfcd570d758a8c06844077584a32b47e04d14","root"
"Army Active","105","","","","","","","","","5.459","0.836","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","61a9becde1fe912d6f5d036829dc2eee3d3fd05298919bef61cc31ade59fe430","0-cff6c74e8ee0658b4c46acb15997fcc8eaaab74ecf92bc07e3ceca7c40e12923","","","","","","","","","5486-40d32919cff1edd63c4a0e955c65aae8b0ef684c67dc949e9e52a69c032ba51e","root"
"Army National Guard","","","6","6","4","","","","","","","1.089","1.089","0.688","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","61a9becde1fe912d6f5d036829dc2eee3d3fd05298919bef61cc31ade59fe430","1-decec70392b8aa3441dd25bc559720a6dd3cfe4fec324ea07f171ee9698c386b","","","","","","","","","5486-40d32919cff1edd63c4a0e955c65aae8b0ef684c67dc949e9e52a69c032ba51e","root"
"Army Reserve","","","1","1","4","","","","","","","0.441","0.441","0.793","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","61a9becde1fe912d6f5d036829dc2eee3d3fd05298919bef61cc31ade59fe430","2-85888f1ea12d469e7cad0fc9624e00f5ffe33f67729054583e2c8f8728c29e7b","","","","","","","","","5486-40d32919cff1edd63c4a0e955c65aae8b0ef684c67dc949e9e52a69c032ba51e","root"
