Name_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_PriorYear_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Army Active","25.394","6.268","8.289","8.289","","","","","","2","7","7","5","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","a79b69173a660b9b0bbc756cbf8db201ed9113a68717a5af0cc357892ca1dc0c","0-3bc644eebce6815139f75914ff0dd96daef8abb924a5babdad4fb07e2da20b87","0-b66333dc97e6c12a7a4aed4b4040fd1c5ad66bf567fd040257ab63d5b35e4704","root.record.ItemExhibitList.P5Item"
"Army Active","11.013","52.546","25.176","25.176","","","","","","120","54","54","22","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","03b993a57414d1a39abddb51acab5faa16fc3efed391eb00e5a0033a4ff56cc6","0-54da631486b76490232572738e3cb289384b7d7a741f1d722c383ecc95e77208","0-38d23dabc80482ffe363d54f06d61456b629529c8e40e1b67ffe0425ad221de1","root.record.ItemExhibitList.P5Item"
"Army Active","24.838","47.842","35.156","35.156","","","","","","161","149","149","103","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","89beee2dbf9d0fc169719f7de3a3708771fd9e1af1b1c4c544b34d910fa79e59","0-aa2d6130cae4ea204ef0eaac2baea180b9c3e0b03d93236bf6801fc86a08f29d","0-a30124807d336ec69f91616e623b0581fa4fc1ea30601a05c000ab6f70e96264","root.record.ItemExhibitList.P5Item"
"Army National Guard","6.405","","3","3","","","","","","","7","7","26","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","89beee2dbf9d0fc169719f7de3a3708771fd9e1af1b1c4c544b34d910fa79e59","1-ed017106750e08caefafb02002e392264f94dcb8f38818cf0b6ab16309ae2385","0-a30124807d336ec69f91616e623b0581fa4fc1ea30601a05c000ab6f70e96264","root.record.ItemExhibitList.P5Item"
"Army Reserve","6.406","10.84","1.194","1.194","","","","","","47","20","20","26","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","89beee2dbf9d0fc169719f7de3a3708771fd9e1af1b1c4c544b34d910fa79e59","2-5a5e3ef5bef641e2c2224f5457221a8c9f95b7c29731e9a685894903aafba2c8","0-a30124807d336ec69f91616e623b0581fa4fc1ea30601a05c000ab6f70e96264","root.record.ItemExhibitList.P5Item"
"Army Active","","","10.5","10.5","","","","","","","16","16","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b3c062eab24a07fd29b91f4c1f9c6dc9a20a0156d39aed91f40ae4e3937a7f6a","0-2405f5c7c7a8f830d03f140b5b0495720905b58a6f8c9df977afdd0e2a033d67","0-542d666aad30f6900260f493072f9e3d9ccb479f03fccaa073c8c3ff84caad8e","root.record.ItemExhibitList.P5Item"
"Army Active","6.416","7.518","3.733","3.733","","","","","","55","55","55","125","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","ae1e62a62dcdf99fd65b4585ddc6d67986d9086f1b0069814485a28455ae72b2","0-a577973a4b3c6ca32e788c4626735d08d1f5bfc5825d9c6375199367725c1f31","0-3910259ca66532de35f604b6253ce2644259163acbebc26fe4e416b22821b21e","root.record.ItemExhibitList.P5Item"
"Army Active","","0.053","3.716","7.896","","","","","4.18","","11","49","","","","","","38","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e20f22e32e00366983a20c035ceec17a2a8462240cc08857a66a890f45427340","0-85ee0cec4606808c041be95ddac1a0e9d12b1e10570d335371774e4cd8536d74","0-c26dfdf40a21ac83d2df130653df5fc1d627418bb282ef438e28d52b03173688","root.record.ItemExhibitList.P5Item"
"Army National Guard","0.16","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e20f22e32e00366983a20c035ceec17a2a8462240cc08857a66a890f45427340","1-f1c93096f31d1ff14a3e3f5d30e8b6b0c571cd590295a870c17126428baea5e5","0-c26dfdf40a21ac83d2df130653df5fc1d627418bb282ef438e28d52b03173688","root.record.ItemExhibitList.P5Item"
"Army Active","82.616","34.267","4.872","111.23","","","","","106.358","71","3","233","180","","","","","230","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","3bbed43f7589cf6dc4350cc4c8c26d343a15dad43e5b54986fb9ff9358a6a96f","0-698b7368ab96a29383bb52a845369e7eea026f5594468625dad3e23d2b7de833","0-ebb4234eb8a4ead14a4ba4812db9e90c7803db15f3e9f23e9a5ab7d5adbdcff6","root.record.ItemExhibitList.P5Item"
"Army National Guard","36.598","53.412","3.62","3.62","","","","","","119","3","3","90","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","3bbed43f7589cf6dc4350cc4c8c26d343a15dad43e5b54986fb9ff9358a6a96f","1-d3ffff623f36997bb8974af3bf023c4e3d1729a79d381d5faf543ddd1926a7dc","0-ebb4234eb8a4ead14a4ba4812db9e90c7803db15f3e9f23e9a5ab7d5adbdcff6","root.record.ItemExhibitList.P5Item"
"Army Reserve","30.349","39.423","3.364","3.364","","","","","","88","3","3","48","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","3bbed43f7589cf6dc4350cc4c8c26d343a15dad43e5b54986fb9ff9358a6a96f","2-093463148ed25b6f6edc4ef6b3424e93aef09954c78757ac34b6677d10e69596","0-ebb4234eb8a4ead14a4ba4812db9e90c7803db15f3e9f23e9a5ab7d5adbdcff6","root.record.ItemExhibitList.P5Item"
"Army Active","192.62","223.276","","203.766","","","","","203.766","556","","446","470","","","","","446","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","3ef40db47e2d0db4230ab9e15b85bc45952eeb8b619586e17fd07f8d2686341b","0-be92f9dd8bab5c3180b99edf4163fed89298aa07fc2152bfba35e26adb5049bd","0-5cae8c2c1d44df520dad623435c475793c38e6f7f90bc9d82a80a58fee073b1b","root.record.ItemExhibitList.P5Item"
"Army Active","20.937","20.961","15.543","36.756","","","","","21.213","","","","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","3c2a4a4aed759436792aff1671fd1386b0d712d22525e79718ce591751d569a9","0-702f16ae8c368cd3d48ea04a8cfe568b12c5b1468b4c607d4aec8d862077218c","0-0befbd265f0860d537f162cc397b524afc032126891f6b11c8ce7ee343c5db99","root.record.ItemExhibitList.P5Item"
"Army Active","17.289","23.331","34.208","114.149","","","","","79.941","","","","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","3c2a4a4aed759436792aff1671fd1386b0d712d22525e79718ce591751d569a9","0-760186252c589ab27644f8b23d6bf528737442579dde0421213057b2a67edb87","1-23ed6220c2b97b18517e34c3fb9bbcef1954b26984569e1c17c24fcda4a60b79","root.record.ItemExhibitList.P5Item"
"Army Active","","","0.394","0.394","","","","","","","1","1","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","f47adf05faf96a01f8871bfcb39d8e7c1b519b0336b55e2db70e654311635507","0-53ace052cbb3af8a5196ba656a2a1e8e3eb6723f3ee5f3e2f7a6d4083f28189b","0-3cd8eb618c321757b561530ce69f98f3b84f9f63812243f09ad86a9ba7e68fb5","root.record.ItemExhibitList.P5Item"
"Army Active","0.26","0.423","","","","","","","","16","","","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","c7a1d7119a855c238e1b758634e555dfa27b2bc6b53a7b436aa1a9f51372d57e","0-6686a4b40e5a8bb84b46c0e23ed5d89660bf5f0f3051be9e6e75c217cfba4e69","0-e710859b39faf5dadfea4f7839c966b014351adb668f35a799588277d30d52bb","root.record.ItemExhibitList.P5Item"
"Army Active","0.22","0.327","","","","","","","","2","","","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","c7a1d7119a855c238e1b758634e555dfa27b2bc6b53a7b436aa1a9f51372d57e","0-3c01c9ca5aa373e211a22f74004eccba639ea3ac16609aa9d5ca293ce66d351d","1-f756b0f26c14fedbf8ccdc35ad20a7f11d01bcdfeaac87a3cf3635cef1208232","root.record.ItemExhibitList.P5Item"
"Army Active","0.323","0.498","","","","","","","","4","","","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","c7a1d7119a855c238e1b758634e555dfa27b2bc6b53a7b436aa1a9f51372d57e","0-74d09e755677e963ae199e5574c9d2fa494a21c345c4eeab691ebf1f3255085a","2-932022c9c79ffda594573b1ee556733369344bbc61dee64db07edce990458520","root.record.ItemExhibitList.P5Item"
"Army Active","6.193","5.291","0.607","0.607","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b488f8eb941e722181e0c9a9cae0cf6b7d6a53f2bf13dee98689792219c346cc","0-d634b755a21a18e02ffcf9d60eab7faf274d852efbab9b60eeb447c331190b49","0-895e6463850bcf5a6c51076460ff587dd3db8c3f848140fc657f1639d4b97675","root.record.ItemExhibitList.P5Item"
"Army Active","4.908","4.323","1.148","1.148","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b488f8eb941e722181e0c9a9cae0cf6b7d6a53f2bf13dee98689792219c346cc","0-dbdfedf677737a72532027d64f4fd71271215d09ee609e728d21da7d426a61e3","1-cdc4efd609db86f194759185dff5e4a5cacc152e52b8a316f33db17673570a27","root.record.ItemExhibitList.P5Item"
"Army National Guard","","40","","","","","","","","129","","","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e0607c04f53d1b1d27ae01c996f21174a326c2d4f8313a875360c269d8c51ee0","0-bf95e4c8010be03ec584292de734a24d3d48e11a771ef002d0d5c620c1b11e94","0-c2fc5ffbee09fa278793b660150f0a9058b34ce24e2f804f512380a62f66f714","root.record.ItemExhibitList.P5Item"
"Army Reserve","","20","","","","","","","","65","","","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e0607c04f53d1b1d27ae01c996f21174a326c2d4f8313a875360c269d8c51ee0","1-e696872d0369b5c93e7b45971b2ca290bfb45836a2e08826a4a82fafd3fad2ad","0-c2fc5ffbee09fa278793b660150f0a9058b34ce24e2f804f512380a62f66f714","root.record.ItemExhibitList.P5Item"
"Army Active","","","4.907","4.907","","","","","","","10","10","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e05f3407940f0b31aed75889ce05dfc5f9fe0e9e74e79e690f92a7dafca658ba","0-6f5253b4a7e2d1f2a6ff14aef632750bdc3904a8da33e9812f193e0ff3fdf472","0-6a688361e1b22a51bc15e13023acd3fc5f329cdad565495d64fc79bd0c623010","root.record.ItemExhibitList.P5Item"
"Army National Guard","160","100","","","","","","","","323","","","532","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","19fee9aef88a7ca35fa6d1189985b7a8afb4b95537201158a532f01c26267d25","0-1137f38a6383e2988c40c53de115489b9d16f083cc31250cd7d3f300517aea01","0-bcae8d23dfe72b597e25cca2e8b3b53e1bd5cc4cfaf62c31bb1892b589c36ecc","root.record.ItemExhibitList.P5Item"
"Army Active","164.615","249.911","587.514","587.514","","","","","","686","1828","1828","335","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","c4c9dc70c46f3c059eaf4363dfad0f681651cde0db9032b89b782901bfcd0fa5","0-7fc251753f8606f63e81695433839fe98acab8133a19506fa098dbbe7d242eca","0-bef32e58301d49c350abdc74ff8495b5849c6853b327ab40bc4427173e475dda","root.record.ItemExhibitList.P5Item"
"Army Active","","","3.927","3.927","","","","","","","4","4","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","b7c8deff33e43b7ae4e0d6774206f79b0924300581ce59ebec6a257d9ef3b1c4","0-a12a5bfbe1461a1412427b5eb6ab70e4c828964b105d613adc521d55fe5783a3","0-551ab7b84670578813a32a2bd0376e3b83c8c4e5c15bd4062eda86e490f0152a","root.record.ItemExhibitList.P5Item"
"Army Active","","47.738","","","","","","","","216","","","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","419cc7e6796fce0e404e3fd1565ad6d43e728e42a9b2c8e98eb0df751aaf2d01","0-8cf7a6566b6ad454424002c75ecdcb9b510c2d3901b0aad7a4a55d1d12743270","0-6ec8b4878270a05eb8e8a1457540b507001d327d7c65764d1da414846ca164f0","root.record.ItemExhibitList.P5Item"
"Army National Guard","7.843","19.449","","","","","","","","88","","","23","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","419cc7e6796fce0e404e3fd1565ad6d43e728e42a9b2c8e98eb0df751aaf2d01","1-ce6b50253ff66a306fd09ad39837bdb4122deb0e51f4dc5aeb8d254631fb0669","0-6ec8b4878270a05eb8e8a1457540b507001d327d7c65764d1da414846ca164f0","root.record.ItemExhibitList.P5Item"
"Army Reserve","13.641","14.145","","40.931","","","","","40.931","64","","179","40","","","","","179","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","419cc7e6796fce0e404e3fd1565ad6d43e728e42a9b2c8e98eb0df751aaf2d01","2-b244c76645fa7da66acd3e5a4e2f3d138df9a51c99865d2ecc5cdf8264b28ff4","0-6ec8b4878270a05eb8e8a1457540b507001d327d7c65764d1da414846ca164f0","root.record.ItemExhibitList.P5Item"
"Army Active","119.134","136.028","39.971","39.971","","","","","","439","6","6","363","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","419cc7e6796fce0e404e3fd1565ad6d43e728e42a9b2c8e98eb0df751aaf2d01","0-7b133b25539fbef076f509b0d897bc359a9c94bf1189757e6067fed1dc1da731","1-32a5994008cff5f0bbeb362e0322ff290df6134074862e7a04d0624e431e55ed","root.record.ItemExhibitList.P5Item"
"Army National Guard","25.728","65.607","6.661","6.661","","","","","","198","1","1","58","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","419cc7e6796fce0e404e3fd1565ad6d43e728e42a9b2c8e98eb0df751aaf2d01","1-28ada733a042b578ef451b5a4c74415396c61d6bb94d8c7abbdb784d0e66706d","1-32a5994008cff5f0bbeb362e0322ff290df6134074862e7a04d0624e431e55ed","root.record.ItemExhibitList.P5Item"
"Army Reserve","29.278","51.071","6.661","265.206","","","","","258.545","150","1","924","66","","","","","923","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","419cc7e6796fce0e404e3fd1565ad6d43e728e42a9b2c8e98eb0df751aaf2d01","2-4e9ecf8f9d35610285d605759a81222ea4dc9ed72a8e2c8b8c9fe8785244e849","1-32a5994008cff5f0bbeb362e0322ff290df6134074862e7a04d0624e431e55ed","root.record.ItemExhibitList.P5Item"
"Army Active","8.415","7.996","7.007","7.007","","","","","","17","15","15","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","92ee9035c4c460a3df3e53f60990552c050a1bb800fd66e461644c6e5684d4c0","0-5c3531a53975c3133f1701b7dc9331900b004710734aaec092f934297fd9e2f4","0-464ab89887e37aeba51a53da94e4a578f397e34a5f86a361cb9637b87492e763","root.record.ItemExhibitList.P5Item"
"Army National Guard","","0.448","0.453","0.453","","","","","","1","1","1","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","92ee9035c4c460a3df3e53f60990552c050a1bb800fd66e461644c6e5684d4c0","1-aa71c869f2ffb70e842f78b3b0fe3c0fac98e3294eeb2cd4d89f4e7095525d31","0-464ab89887e37aeba51a53da94e4a578f397e34a5f86a361cb9637b87492e763","root.record.ItemExhibitList.P5Item"
"Army Active","55.5","7.163","0.356","4.481","","","","","4.125","88","4","51","124","","","","","47","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","7fedf4ab6883da21110f88dc011a18cbd98ce8b888d3c96464022a8e3fb61877","0-a2d6306769e84deedf66ec26bf8cf42cb26db38f2d2ac205313238455a40beb9","0-765f195338c54a4468962b739ebdb2a0dac6f0f3bed691cacce64c839f164d9a","root.record.ItemExhibitList.P5Item"
"Army National Guard","22.925","20.386","34.918","34.918","","","","","","252","426","426","129","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","7fedf4ab6883da21110f88dc011a18cbd98ce8b888d3c96464022a8e3fb61877","1-b17495bbadb593d88624842162ed9af897205e43dfb158e4916a2c7ac87af2cb","0-765f195338c54a4468962b739ebdb2a0dac6f0f3bed691cacce64c839f164d9a","root.record.ItemExhibitList.P5Item"
"Army Active","","","4.29","4.29","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","7fedf4ab6883da21110f88dc011a18cbd98ce8b888d3c96464022a8e3fb61877","0-e6e9d6150f82bce287a29a9cfe44da8951ec7c264a6fafe20e8d2cde96f59413","1-21af619197aeac55ca255eb1cb2c662b98b08e1c88a4034fe327c5df7544e428","root.record.ItemExhibitList.P5Item"
"Army Active","","","","1.997","","","","","1.997","","","4","","","","","","4","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_1-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","7fedf4ab6883da21110f88dc011a18cbd98ce8b888d3c96464022a8e3fb61877","0-66bc8467cd7e4ca29f523ce4dd56964964480711c0567cb554a02725155825ad","2-eed827165dbcf5bdc52522bb6751eeae53a5f0dc3ffd1688a7764ee3964de29f","root.record.ItemExhibitList.P5Item"
"Army Active","264.331","200.437","109.567","117.851","","","","","8.284","","","","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","90711f8ca7e72949dcd5d3729c4de56bb9bf7e377671664d2fd3fe4f69fb712c","0-1996df68a4d6252538795acd14b6184ba1850604847f6e8898cbfb46d168e72a","0-c72ca62a5a30b374051f1787b42d08d964d24f74f85627ce717c134502159421","root.record.ItemExhibitList.P5Item"
"Army Active","361.709","108.774","144.759","146.047","","","","","1.288","259","169","172","569","","","","","3","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","90711f8ca7e72949dcd5d3729c4de56bb9bf7e377671664d2fd3fe4f69fb712c","0-dddba607f87b0f7a54a7804cadfe05465c36ba9bbbb63ed55c373caeeae115a1","1-8018b65ae169f75b7fbfcc7547280770d0eb02dd231266d542168f86082d21c0","root.record.ItemExhibitList.P5Item"
"Army National Guard","","307.689","145.886","145.886","","","","","","588","169","169","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","90711f8ca7e72949dcd5d3729c4de56bb9bf7e377671664d2fd3fe4f69fb712c","1-5b1906fb1ae9f0985131a639368e0a682c9763c42ce06acbf92969fe98fe4100","1-8018b65ae169f75b7fbfcc7547280770d0eb02dd231266d542168f86082d21c0","root.record.ItemExhibitList.P5Item"
"Army Active","16.36","43.056","18.106","18.106","","","","","","201","153","153","266","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","90711f8ca7e72949dcd5d3729c4de56bb9bf7e377671664d2fd3fe4f69fb712c","0-e2f8ce116b1feb42742a6e36b909e51f758417c978fe50344fcaf56b9c6ab6e8","2-e3f1cbf095522ca10d008203dd807b28dbce7042314ceecc9608db420faa326b","root.record.ItemExhibitList.P5Item"
"Army National Guard","12.935","31.98","5.8","5.8","","","","","","156","119","119","208","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","90711f8ca7e72949dcd5d3729c4de56bb9bf7e377671664d2fd3fe4f69fb712c","1-583473983221540d6bcaaf1e3984dad3c822c16727ecaccc81bf8fc5f6235d72","2-e3f1cbf095522ca10d008203dd807b28dbce7042314ceecc9608db420faa326b","root.record.ItemExhibitList.P5Item"
"Army Reserve","8.752","3.18","3.48","3.48","","","","","","15","11","11","145","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","90711f8ca7e72949dcd5d3729c4de56bb9bf7e377671664d2fd3fe4f69fb712c","2-488db1aa5b44206e84b17385b957a34a985971c8de12190c3e3e5e6ca85b9d62","2-e3f1cbf095522ca10d008203dd807b28dbce7042314ceecc9608db420faa326b","root.record.ItemExhibitList.P5Item"
"Army Active","27.757","49.898","39.164","39.164","","","","","","111","112","112","34","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","225c088554c749f581af1b8931d1f7ceab24359ecaeca0972eee8e36b075acd1","0-3db7f0b121d283c9e13c8b6ec17cc5d4832e56858eb291ed5365c87ccc6fe448","0-405da1bfd5510d70fe7f7e86a975fa2e206938bafbd68e1cfcd7a933c7972e7c","root.record.ItemExhibitList.P5Item"
