Name_val,Name_@footnote,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_UnitCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearFive_UnitCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_BudgetYearThree_UnitCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_UnitCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_Total_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_BudgetYearFour_val,Cost_UnitCost_BudgetYearFive_val,Cost_UnitCost_Total_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,Cost_UnitCost_BudgetYearThree_val,@SOURCE_FILENAME,@RECORDID,@ROWID,AllPriorYearsDeliveries_val,ManufacturerList_Manufacturer,@PARENTROWID,@PARENT
"VROD/VMAX Fielding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.035","2.035","","","","","","","","","","","","","","","","","1","1","","","","","","","","","2035","2035","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","38c294167c355d339a8ccea624e0b0643e68457c11866b2b886992043516b63d","1-5a39b5b313d88bf4af0fa76b7407be952e0f73e50950056c191cc23df7c62296","","0-6c310ff9606543df879b81b53f07983258840af6756d73cb4dabb1ba2461bad2","root.record.ItemExhibitList.P5Item"
"EWPMT Thick Client Fielding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.445","1.445","","","","","","","","","","","","","","","","","1","1","","","","","","","","","1445","1445","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","38c294167c355d339a8ccea624e0b0643e68457c11866b2b886992043516b63d","2-685cde3585dabf36e523e1f19c3118525e9549d3d2bb27c6897e10e08c703b2a","","0-6c310ff9606543df879b81b53f07983258840af6756d73cb4dabb1ba2461bad2","root.record.ItemExhibitList.P5Item"
"Initial Spares/Repair Parts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.828","2.828","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","8ef851e61d854d6ed7bb9c438cfecfaf94482ae7d1db41ce20694edbcd658dd6","0-cde1ba40834f6120b31f54da2f8932be6b98959504ac2cad9e72a2af395295f6","","","0-de0c2c2a3f38e9a6a7c62d0e399d3701b9a2f9714d4510742912e9c5bf21ac52","root.record.ItemExhibitList.P5Item"
"New Equipment Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.029","3.029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","8ef851e61d854d6ed7bb9c438cfecfaf94482ae7d1db41ce20694edbcd658dd6","1-334213134ad18cebd32d649766d07de850cd9eceb0595fa3da0bfa181009e4ce","","","0-de0c2c2a3f38e9a6a7c62d0e399d3701b9a2f9714d4510742912e9c5bf21ac52","root.record.ItemExhibitList.P5Item"
"Con/Integrated Logistics Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.301","5.301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","8ef851e61d854d6ed7bb9c438cfecfaf94482ae7d1db41ce20694edbcd658dd6","2-7db6ea61ac5be289b30282ddfd3d7fc3b8936480b0cdea5d55b7b53861a0393c","","","0-de0c2c2a3f38e9a6a7c62d0e399d3701b9a2f9714d4510742912e9c5bf21ac52","root.record.ItemExhibitList.P5Item"
"Fielding initial support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.543","4.543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","8ef851e61d854d6ed7bb9c438cfecfaf94482ae7d1db41ce20694edbcd658dd6","3-04c6d6c9cf6d05847484da04588fa03fbc1c10177be3f47be3bc0835215cd264","","","0-de0c2c2a3f38e9a6a7c62d0e399d3701b9a2f9714d4510742912e9c5bf21ac52","root.record.ItemExhibitList.P5Item"
"Fielding Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.24","0.1","0.1","0.32","","","1.06","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","1630390b5a744980b3e0881c883af33d4335c3b80f631d0a1d38b93031c2c1b7","0-c16ef3fca303b9ef41dd988183e7ca2181324b66feb9762ec0e8c3a41fb09b22","","","0-5b7c4615141fe989b8701d9cbb415cdb8092c5bfcfba1c9c813ea990e1b0f905","root.record.ItemExhibitList.P5Item"
"Transportation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.609","0.609","0.126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","1630390b5a744980b3e0881c883af33d4335c3b80f631d0a1d38b93031c2c1b7","1-5bca7267945e998a636b45a1aace79455e4d2b44461b8fba56d2dbc3cf24fef5","","","0-5b7c4615141fe989b8701d9cbb415cdb8092c5bfcfba1c9c813ea990e1b0f905","root.record.ItemExhibitList.P5Item"
"Tech Manuals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.001","0.001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","1630390b5a744980b3e0881c883af33d4335c3b80f631d0a1d38b93031c2c1b7","2-6ef8f5b09e4ed42eab91e02eefa51975588407e5e20b73021aef9dc826859713","","","0-5b7c4615141fe989b8701d9cbb415cdb8092c5bfcfba1c9c813ea990e1b0f905","root.record.ItemExhibitList.P5Item"
"Fielding Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.14","0.14","0.14","","","0.466","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","1630390b5a744980b3e0881c883af33d4335c3b80f631d0a1d38b93031c2c1b7","0-8fd619db8b3106cf681823bda8ad36886906e91ee0cdbefc98b1f9ecf1f5c992","","","2-50d495e3cca7f5ff266345c647df8e4c4004f9c9389e2ac5826a94816f9c0261","root.record.ItemExhibitList.P5Item"
"Fielding Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04","0.04","0.147","","","4.562","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","1630390b5a744980b3e0881c883af33d4335c3b80f631d0a1d38b93031c2c1b7","0-1b55c345d02b18438fd3ced531c4eb0b7456670e9f5e3da689983403bc17ca67","","","3-562eab358ddbc18fdcaabaf748fb982bb1316b98d4b05e985a0a2b442a9c21e3","root.record.ItemExhibitList.P5Item"
"Fielding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.042","0.042","0.15","","","1.35","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","1630390b5a744980b3e0881c883af33d4335c3b80f631d0a1d38b93031c2c1b7","0-3100f9675108ae97680a50020b31a39a93340a0450df0d36516102a979dab238","","","4-02bf3cfaf599f6aa85e029c711404355abfc72ce9ded93a2df7176b3987cbda2","root.record.ItemExhibitList.P5Item"
"Transportation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","1630390b5a744980b3e0881c883af33d4335c3b80f631d0a1d38b93031c2c1b7","1-e102782a7e915d21a21e6538aee506ffa1c337aa0e6ebf602fa518da23f8381b","","","4-02bf3cfaf599f6aa85e029c711404355abfc72ce9ded93a2df7176b3987cbda2","root.record.ItemExhibitList.P5Item"
"New Equipment Training/Fielding Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.532","0.594","0.594","0.525","","","3.908","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","69f04699a9adcc2288aafd12e3121bf45123673d35eaef9ab907ebbc9f704e39","0-a613816a4d2e13bac81c6f4fb3e887d228ff075cc5a59ba9f04b5b268e1dbb67","","","0-60487615be84e55eab1c8e46b27a7522e1ce009896dc5c5307db085f8f18bc32","root.record.ItemExhibitList.P5Item"
"Shipping Equipment to the Field","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.11","0.056","0.056","0.06","","","0.486","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","69f04699a9adcc2288aafd12e3121bf45123673d35eaef9ab907ebbc9f704e39","1-8cc9fe3d053d723c166df9164a907aa1fb7a5b9e5bae145eceed908ecdfbb97a","","","0-60487615be84e55eab1c8e46b27a7522e1ce009896dc5c5307db085f8f18bc32","root.record.ItemExhibitList.P5Item"
"JWARN INCREMENT 2 - System Fielding Support (TPF, FDT, NET)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.981","0.981","1.553","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.xml","bb6335502e9bf810304e89b3e4bdd37aa83ce21232c0e82c14511ce07b415705","0-226ee4aa0124aae96c43c0ac08e67f3e5137e5284a28020c38efe78efb763453","","","3-e727a0d7c0ca8714533801219662b2479725af7d30305440fbd7bb3421b77e3d","root.record.ItemExhibitList.P5Item"
"JEM INCREMENT 2 - System Fielding Support (TPF, FDT, NET)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.327","0.601","0.601","1.876","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.xml","bb6335502e9bf810304e89b3e4bdd37aa83ce21232c0e82c14511ce07b415705","0-8497722bc3f43f714f282a7109aab2a3b679a5d7e4f64c57448460c5e7d46dbc","","","5-0e311a76bb5ff6a7137b9545c9b9dd054c0c665a77e9e28cf5017e4dad298b31","root.record.ItemExhibitList.P5Item"
"System Fielding Support (TPF, FDT, NET)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.813","0.588","0.588","0.613","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.xml","bb6335502e9bf810304e89b3e4bdd37aa83ce21232c0e82c14511ce07b415705","0-eec06947648c947d51896bee0f17e7ac246323b17fb79bf0ec97202b9d2f4a52","","","12-eb4b2603c94e501a67b72b5d6f2659a0f5c2554c10d133cb6549d245bffb86bf","root.record.ItemExhibitList.P5Item"
"System Fielding Support (Total Package Fielding, First Destination Transportation & New Equipment...","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.032","2.3","2.3","2.51","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.xml","e51b7e220a0ee9ee088b791e9f6a56527cb3e77231a3e90a8ec889b021b98b14","0-09fa309fce9a592d7f9b48aa5c13c904fc0bbb499eada27fac66fb5ccd7c0d41","","","1-833f33bb0250b01972598c590d9529825a3be8546b40cfa1d564e2e1fdc4e2a8","root.record.ItemExhibitList.P5Item"
"Training / Fielding / CLS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.115","1.115","1.03","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.xml","e51b7e220a0ee9ee088b791e9f6a56527cb3e77231a3e90a8ec889b021b98b14","0-0bf0c85a6bc45e8dcbdb491f6a2caabd97bb0a9a5903fdb00fdb58013d52e470","","","3-9a08eba46a2983f1ab4fc4f846761299631673d794d30ee81e88ab7b65f49c2f","root.record.ItemExhibitList.P5Item"
"Total Package Fielding (spares)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.615","0.895","0.895","0.882","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.xml","e51b7e220a0ee9ee088b791e9f6a56527cb3e77231a3e90a8ec889b021b98b14","0-35ade6dd1df5cffbbfc265d3e34bd1d368747d56610baf91f7fc7c4e46fc3900","","","4-060b88e838000fc521b614fee391cc7338408b4f0e5339060ea687497b25103c","root.record.ItemExhibitList.P5Item"
"Prior/Future combined efforts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.xml","e51b7e220a0ee9ee088b791e9f6a56527cb3e77231a3e90a8ec889b021b98b14","0-a4639b4a3da50e62b57854b4899d4121fbe0daba13c09cf2caae6733b01d3cf6","","","8-62fa32fb069ed008990e06978dcbbddf669d5a44dd90f5fa46944fdf1db45b74","root.record.ItemExhibitList.P5Item"
"Vaccinia Immune Globulin-Support Costs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.185","0.183","0.183","0.185","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.xml","e51b7e220a0ee9ee088b791e9f6a56527cb3e77231a3e90a8ec889b021b98b14","1-d289becda974ef60510244b1414da4b8b5807b9751f473e8c194ad79e40d565f","","","8-62fa32fb069ed008990e06978dcbbddf669d5a44dd90f5fa46944fdf1db45b74","root.record.ItemExhibitList.P5Item"
"JWARN INCREMENT 2 - System Fielding Support (TPF, FDT, NET)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.981","0.981","1.553","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.xml","f794df2c047d346382c999cc4a58083ffff06fc10693850807c3043e25fbf804","0-fdb14b11f6b3c92fde360c52180040c7417c6e93e64dbec199bbf2e3f14215fa","","","3-d2197fffde6d65b7f39e83d15f42447a095ae239dd0a88e09616a7a11a24e355","root.record.ItemExhibitList.P5Item"
"JEM INCREMENT 2 - System Fielding Support (TPF, FDT, NET)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.327","0.601","0.601","1.876","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.xml","f794df2c047d346382c999cc4a58083ffff06fc10693850807c3043e25fbf804","0-15e8387d7d38ef57d70d9b05045eaedea47c4fcaded226f8b991664977911e0b","","","5-c35eaa34c0bf06a636acf44ffa4686ce6ec6f08c6873dec0873ce1e09192ea76","root.record.ItemExhibitList.P5Item"
"System Fielding Support (TPF, FDT, NET)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.813","0.588","0.588","0.613","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.xml","f794df2c047d346382c999cc4a58083ffff06fc10693850807c3043e25fbf804","0-7e1faa44ddbe809cb2695bcb4793aefb29d780c188590f9cf2ef0936a3a1dc60","","","12-76204f5db7c3d41684f6d163c797bd764b6e11c577119db9d97dff595feb471f","root.record.ItemExhibitList.P5Item"
"System Fielding Support (Total Package Fielding, First Destination Transportation & New Equipment...","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.032","2.3","2.3","2.51","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.xml","ed79db625b47ba3dba7d27c90ccfed96c5db980320576c23514623a5741389d7","0-a59d0fce2fbe04e42fa2bf7dbf970894caf49517032d67bbeb80db761a268a13","","","1-56bf758f8f1a1e0b74431ab9a7d2a5000f77ee42dbf9d2e6c10e9476e898b55a","root.record.ItemExhibitList.P5Item"
"Training / Fielding / CLS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.115","1.115","1.03","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.xml","ed79db625b47ba3dba7d27c90ccfed96c5db980320576c23514623a5741389d7","0-c0756819826240ded0847c5cf4571ae1b83e0f4da3d110f0dc79aefb78d3e5a9","","","3-1077ba0830f84f4615fa362964df42a4687be0541f7cc064b32ab370ed106703","root.record.ItemExhibitList.P5Item"
"Total Package Fielding (spares)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.615","0.895","0.895","0.882","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.xml","ed79db625b47ba3dba7d27c90ccfed96c5db980320576c23514623a5741389d7","0-0040dcc233e826a828450dd09d1e6ed6e4836a1f93757be910547272b13f6fdc","","","4-1d6855ac861f066e2e6b2df7688093901f16c9bea2e2998246da449e6aea01da","root.record.ItemExhibitList.P5Item"
"Prior/Future combined efforts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.xml","ed79db625b47ba3dba7d27c90ccfed96c5db980320576c23514623a5741389d7","0-27e64d1b615c31abab2156f4b6cb89f392bdefbfc2fe85aeedf719b7dd06bd07","","","8-9f3cae4b6ea001dcf53c12c54cee6c0f4709a513b22eaecd4cab81ed9306299f","root.record.ItemExhibitList.P5Item"
"Vaccinia Immune Globulin-Support Costs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.185","0.183","0.183","0.185","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2018.xml","ed79db625b47ba3dba7d27c90ccfed96c5db980320576c23514623a5741389d7","1-b85f461bdecd29324d05178db31e5bcba3a5badab9429ff7d56c13601c734cb5","","","8-9f3cae4b6ea001dcf53c12c54cee6c0f4709a513b22eaecd4cab81ed9306299f","root.record.ItemExhibitList.P5Item"
