Name_val,Name_@footnote,WhenRequiredInMonths_val,Cost_AllPriorYears_val,Cost_PriorYear_val,Cost_CurrentYear_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_ToComplete_val,Cost_Total_val,ManufacturerList_Manufacturer_Name_val,ManufacturerList_Manufacturer_Location_val,ManufacturerList_Manufacturer_InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,@SOURCE_FILENAME,@RECORDID,@ROWID,QuantityPerAssembly_val,SCNProductionLeadtime_val,ForFY_val,@PARENTROWID,@PARENT
"Engines","","0","14.9","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2020.xml","61a37aa4ea6db330ac5331859050f7ef8ffbb9377d18b7cc27738fa7ee859dd5","2-a7efac9596c1dcc17b177783b8d6195e25477f8b224d40b1b540e02bb8d4dc19","1","","","0-31bc2af050a936d01b4ecbccd730d75319efa6b75fbceacd079e464c7441b707","root.record.ItemExhibitList.P5Item"
"Engines","Engine funds long-lead requirements for the F/A-18E/F production program.","0","","10.594","6.938","11.025","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","769dd7462b7ade93137602768b6b537ae8d91c92678880c20adcf06330863941","0-58a9b65711d51f90e6a061212b76d475b65b3c9c16e44c27ca8187df4236db7c","1","","","0-387d6dee067580bb5460646dc22bb3b6f752e608b8c915c6aa5fe45069162109","root.record.ItemExhibitList.P5Item"
"Other GFE","Other GFE funds long-lead requirements for the F/A-18E/F production program.","0","","1.06","1.176","1.103","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","769dd7462b7ade93137602768b6b537ae8d91c92678880c20adcf06330863941","1-1ed8396c757e79f96bf06aab536722e813ba93e103b5d23e209be5222b801b20","1","","","0-387d6dee067580bb5460646dc22bb3b6f752e608b8c915c6aa5fe45069162109","root.record.ItemExhibitList.P5Item"
"GFE - Engines Long Lead","","0","155.53","19.168","23.802","31.017","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","a71e53b3f066d2a894ea2fc031c342facc1ecd6b3f13fcf80e1e701325eb5690","0-f8d3bba62650191ae1f935485468a7184dae1c7aba0e2948a98e8107e8a85ee5","1","","","0-80dd62b3308177feb5639258692831d0fbe7ea8afa03c072e9a6e11e593cd437","root.record.ItemExhibitList.P5Item"
"GFE Electronics","","0","31.212","4.324","4.406","11.174","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","b76934ebff8d34a8a8a87e1f0ca35e80e48aeaf937759d0b673a4237cd1ef307","0-20166cc093e2da9854e1a7ad81469ff213ca1b92e8647caffb65bd43b0e380ba","0","","","0-2269e15413e6df6052d4186fd4071cf32d810ede30ba731e4ce2b3886857a57a","root.record.ItemExhibitList.P5Item"
"GFE Other","","0","2.872","0.298","0.304","0.774","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","b76934ebff8d34a8a8a87e1f0ca35e80e48aeaf937759d0b673a4237cd1ef307","1-e893a029f7521def94d22b68d832532fcb1c596f47c36cea58a19d9fe342c9cd","0","","","0-2269e15413e6df6052d4186fd4071cf32d810ede30ba731e4ce2b3886857a57a","root.record.ItemExhibitList.P5Item"
"GFE- Engines Long Lead","","0","389.322","59.923","63.978","46.215","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","de7825b6472270c15e22ceb0ae57836710997c9b36fe1a0573d23320bb1bfdfe","0-389886b175f6d696027a31d71e85af5c0ff72856d36b8bec5ac7cb9b654d7538","1","","","0-f6ec8b559d50803743dc719f3544d13b48a9060103fdf9acddadcfdd1597b730","root.record.ItemExhibitList.P5Item"
"GFE - Miscellaneous","GFE - Miscellaneous includes CH-53K Communication, Navigation and Survivability components. GFE-Miscellaneous requirements increase through the FYDP as learning curve efficiencies decrease production lead times.","0","26.316","0.048","0.05","3.451","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","cfaadd9b6b32122efc5e647339fb1f637f9982cf881bc6863751d463c2262445","0-fff6722777b12097f377e57685a10844d031bea6bbcb9931354c8910132e308e","0","","","0-66e198cd566d6bb90eb6c996d0c4919b222e9bfa50205ec6651938443ba17c9a","root.record.ItemExhibitList.P5Item"
"GFE Other","","0","86.028","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","69d3194bb8ee8d0507cf5c0c218f77d4d5e9e39cba4956871f0d2fc02d76b786","0-bcb15d179269c2e77a60ed7f0b3c494576a974c75f5fa52f69a022d8b3beff87","0","","","0-2833dea0370a0873a651b52ba7d3ad3596cca460760607932e5052c80da09157","root.record.ItemExhibitList.P5Item"
"GFE Com/Nav","","0","25.767","","","0.713","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","69d3194bb8ee8d0507cf5c0c218f77d4d5e9e39cba4956871f0d2fc02d76b786","1-f62c708d8d7939f8b585b506182280b4f8d7eeb187af9ebbaf3187e64924a1d6","0","","","0-2833dea0370a0873a651b52ba7d3ad3596cca460760607932e5052c80da09157","root.record.ItemExhibitList.P5Item"
"GFE EW","","0","32.282","","","0.712","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","69d3194bb8ee8d0507cf5c0c218f77d4d5e9e39cba4956871f0d2fc02d76b786","2-d67e15ae40c9d9b8ccdbcf4e7b59ccde0eeae1d64f40e35246b82374c7837011","0","","","0-2833dea0370a0873a651b52ba7d3ad3596cca460760607932e5052c80da09157","root.record.ItemExhibitList.P5Item"
"GFE Com/Nav","","0","0.75","1.899","2.655","1.744","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","69d3194bb8ee8d0507cf5c0c218f77d4d5e9e39cba4956871f0d2fc02d76b786","0-fae54c399bb8ff8badb7d14f96187ccdbc49e14c40b84d2f3cdba7f8873c3da3","0","","","1-aba6600498036f94cc63ccd13f2ca9ba071a7aad0f43b548c461e7d259cb3e89","root.record.ItemExhibitList.P5Item"
"GFE EW","","0","0.75","1.816","2.653","1.744","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","69d3194bb8ee8d0507cf5c0c218f77d4d5e9e39cba4956871f0d2fc02d76b786","1-7d1d168079ff05b5c63dd93da2aba714d0c4aa81a6cae2104e1aa72435cfb316","0","","","1-aba6600498036f94cc63ccd13f2ca9ba071a7aad0f43b548c461e7d259cb3e89","root.record.ItemExhibitList.P5Item"
"Other GFE","","0","32.177","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","5a34c0f0588c84efa09c9a17b8a4d6756edec1d2e129a76c99235ed4ac423636","0-999a863c453f055a7f30ccd6710975bc6b773641fe13a2c20344e2975ebc29d3","1","","","0-667f0d7bfb8573ff90f9b50967b55bf0d64288ed8d4ddce99a8d360bb4d8da95","root.record.ItemExhibitList.P5Item"
"JTIDS","","0","16.955","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","5a34c0f0588c84efa09c9a17b8a4d6756edec1d2e129a76c99235ed4ac423636","1-1fcabb097151b9d2b2d4f12a4931bcd4cf751a7c29308fddf50938aac2db45c1","1","","","0-667f0d7bfb8573ff90f9b50967b55bf0d64288ed8d4ddce99a8d360bb4d8da95","root.record.ItemExhibitList.P5Item"
"Engines","","0","14.9","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","5a34c0f0588c84efa09c9a17b8a4d6756edec1d2e129a76c99235ed4ac423636","2-99f9cad99a4dff5d65e51db05f14484dd8259ad6aacf00a6cb9cbf0a42b12f07","1","","","0-667f0d7bfb8573ff90f9b50967b55bf0d64288ed8d4ddce99a8d360bb4d8da95","root.record.ItemExhibitList.P5Item"
