Name_val,LineItemNumber_val,Cost_AllPriorYears_val,Cost_PriorYear_val,Cost_CurrentYear_val,Cost_BudgetYearOneBase_val,Cost_BudgetYearOneOCO_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_Total_val,Cost_ToComplete_val,Cost_Continuing_val,@SOURCE_FILENAME,@RECORDID,@ROWID,MDAPCode_val,P1LineNumber_val,@PARENTROWID,@PARENT
"Compass Call","CALL00","","12.458","10.128","24.572","25.6","50.172","25.212","10.705","10.891","11.092","130.658","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","14-1d1cb012f8e2674c202c04f8250edfd8449fa90925765593b0c3276c1d1b1f75","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Combat Training Range Equipment","OTHACF","","0","1.995","0","0","0","0","0","0","0","1.995","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","15-ec2930e962d31fee2c6cf460c76a0c22480a17253f13f04a817fd70c57755e50","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"CV-22","V022A0","","3.676","2.731","0.882","0","0.882","0.241","0","0","0","7.53","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","16-d645e5510d43680101fd171eab86911630b27ddb9fb6ca33fd5d1c7d3e5bb534","212","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Dragon U-2","11U200","","0","0.971","0.673","0","0.673","0","0","0","0","1.644","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","17-8662fa03247ccfbabdecc68ed527927fe79e2caa63a9d040b89d4181322ba8a3","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Airborne Warning and Control System (AWACS)","E00300","","2.957","15.616","22.061","0","22.061","22.502","23.938","24.366","21.472","132.912","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","18-068a2a52f7a482dee2025d40e5fb20b9e3f0b5a290279e99be42fa53fdf880bd","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"E-4B National Airborne Operations Center (NAOC)","E00400","","3.426","0","5.338","0","5.338","3.549","4.298","0.335","0.342","17.288","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","19-6d636faaa128b9b41f775c42f2db225005e593b925b660e6ca37ae7846dab954","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"F-15A/B/C/D Squadrons","F01500","","11.104","26.139","22.258","0","22.258","22.872","22.212","22.597","23.014","150.196","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","20-a2fc8ee1528d1174abb85b55aeb6fb8b6ce8ff5b646807d5b565267484ef6f3f","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"F-15 EPAWSS","61","","0","0","0","0","0","0","4.067","4.883","9.343","18.293","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","21-4878ffdbe3b6e99e9854730738a99e1cad9b759ae9672fbbff4c1b27b326907c","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"F-15E Squadrons","F01500E","","5.278","29.582","27.218","0","27.218","14.86","15.129","15.391","15.675","123.133","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","22-b99f8aee84cdbcb85aa1ccfba64a66f8b537527fe238f3d8abbbafacdbb159b1","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"F-16 Squadrons","F01600","","0.09","0.472","2.059","0","2.059","2.453","6.135","9.794","9.975","30.978","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","23-95114ea832cc796b7bf5e2a01195610417f832b3e4a6887d169b029396a24c2b","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"F-22A Squadrons","F02200","","0","2.945","5.164","0","5.164","8.525","3.776","9.836","10.017","40.263","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","24-e37a13d7688fbff5d71ead932962847f160d04f8442c363a6e05220446f8043d","265","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"F-35 Squadrons","ATA000","","231.847","229.582","267.792","0","267.792","315.478","353.602","354.622","355.591","2108.514","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","25-89738521d92da36f0844fa71eafa06e55fe9fd88d67107719b1abc41185a991e","198","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Family of Advanced BLoS Terminals (FAB-T)","FBLOST","","0","3.235","3.561","0","3.561","1.341","6.191","0.057","0.001","14.386","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","26-45a2a55fe0482b845c6d402251cc55a26f5a0d9a0d70a3d5f63113547f63d7f3","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Full Combat Mission Training","OTHACF","","0.13","0.279","0.214","0","0.214","0.219","0.212","0.216","0.22","1.49","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","27-9bcc329badfa375e6161b10cfeb348f8f55a37294f65c79edb2a16c1dffb1843","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Combat Rescue HH-60","H06000","","0.9","2.185","2.289","0","2.289","1.858","1.802","1.832","1.866","12.732","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","28-e63d505dd76b905da29ba7f07e5fb3970c231cd1935f2a224ba4d8acfb57938c","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"KC-10s","C01000","","8.412","0.931","0.089","0","0.089","0.067","0.03","0.031","0.032","9.592","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","29-7daf33a74d21e0253d165f530287a4d8bd7b79c66a10026dbbf8145bbb72f262","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"KC-135S","C13500","","5.473","10.096","5.733","0","5.733","8.418","2.08","2.076","3.348","37.224","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","30-a4d684d8adb65aab8c31a835f2225a6ccf69ce50ac45ecbe266929d5b6fec9bd","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"KC-46A Tanker Squadrons","KC046A","","0","52.965","172.183","0","172.183","107.356","82.112","99.997","101.841","616.454","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","31-6f004727a0663590a0a503b570acdc69f2c4fe7b0e0a22a571235bd98813288f","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"MILSATCOM Terminals","OTHACF","","12.544","0","0","0","0","0","0","0","0","12.544","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","32-6dfdc65146f1f5cab399a1d74e9d4e7d825cebaa3de20ad9c8e5ccdcd30c8acc","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"MQ-1 Predator A UAV","PRDT01","","0","1.413","0.949","0","0.949","0.058","0","0","0","2.42","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","33-dbf31cf01ac9f031c5cfd82615fc03bfca36f0fbb3ba41f6de541b4c4c2a5df3","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"MQ-9 UAV","PRDTB1","","76.629","129.273","40.943","0","40.943","52.601","111.318","67.572","67.989","546.325","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","34-5ff876e5a6b19a2dd189cb28dc401fa3657d161ffae0182be6ca4c5d01a1f07c","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"New AETC Aircraft Systems","JPATS0","","4.248","0.875","0","0","0","4.449","2.631","2.679","2.728","17.61","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","35-73cbc479006b9d91fddb6f51f41c826e98aaa283737e547f581c315befcbd248","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"VC-25","61","","0.065","0.248","0.139","0","0.139","0.242","0.432","0.44","0.448","2.014","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","36-b7320826a38b0dc61111a3428671c597062fce40f40d95c6044ab6f01dca31a9","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Manned Reconnaissance Systems","DARP01","","57.119","51.958","47.734","0","47.734","49.396","49.927","50.848","51.785","358.767","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","37-d1a6c9a3bad52de7f170ba27f2bf57fecac46ebfbafd072c8d2ab062b5cf0d9f","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"RQ-4 UAV","HAEUAV","","10.928","0.832","1.249","0","1.249","27.967","8.626","2.742","20.751","73.095","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","38-a1670e0e721eebcfbd7226dd335e7ad593a124dadac63e36a5d0f1e24a041a55","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"UN-1N Replacement Spares","61","","0","0","0","0","0","6.032","9.227","12.555","12.811","40.625","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","39-cb4e7146f896698b9a7e47cd7e5c01ab1bf7dc4f3743a2f6a023cdeba4c2c205","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Undergraduate Pilot Training (UPT)","T00100","","0","0.707","0.73","0","0.73","0.736","0.736","0.749","0.763","4.421","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","40-05d6fa5d6435d3f1f3b8cc711c770f577308b40319f402224476f0b98ea2401a","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"AIM-9 SIDEWINDER","M09HAI","","0","0","5.257","0","5.257","3.472","2.477","2.475","0","13.681","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","a6d64777e5b62a4130dcd8889ec44ec310bac87933d1ec558ee81e84728fae06","0-f8a057280e7fa4ba3332a47d68c901468b980068a508106fbaf9903f945054af","","","0-921021080317d38721c6c3e45c9fb096da200268f7c91ede098426b72f4ce62b","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"SIDEWINDER (AIM-9X)","M09BA1","","1.717","0.604","2.427","0","2.427","2.236","1.817","1.849","1.881","12.531","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","a6d64777e5b62a4130dcd8889ec44ec310bac87933d1ec558ee81e84728fae06","1-a7407c7df2dc2130897aeea64de91747b0c35cdb832bddcc8644bdfbd70e5712","","","0-921021080317d38721c6c3e45c9fb096da200268f7c91ede098426b72f4ce62b","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"AIR LAUNCH CRUISE MISSILE (ALCM)","M09HA1","","0","0","0.294","0","0.294","0.303","0.311","0.321","0.331","1.56","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","a6d64777e5b62a4130dcd8889ec44ec310bac87933d1ec558ee81e84728fae06","2-623f2dc3b9aec43af2a3470c61a78cc85f0c0afcca550e5b26befe74d47519d5","","","0-921021080317d38721c6c3e45c9fb096da200268f7c91ede098426b72f4ce62b","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"AMRAAM","MAMRA0","","2.062","1.996","2.072","0","2.072","2.063","2.041","2.076","2.113","14.423","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","a6d64777e5b62a4130dcd8889ec44ec310bac87933d1ec558ee81e84728fae06","3-161cdf70458b9aefe13b0e9d2f49f8fd3ada40a6d710439f9a8954fb0f7f13e7","185","","0-921021080317d38721c6c3e45c9fb096da200268f7c91ede098426b72f4ce62b","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"JOINT AIR-SURFACE STANDOFF MISSILE","M09HA1","","0","0.806","0.367","0","0.367","0.423","0.429","0.437","0.444","2.906","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","a6d64777e5b62a4130dcd8889ec44ec310bac87933d1ec558ee81e84728fae06","4-a846e27a1041b7d25e49a7783ce72324ea6c6d1b6ee68a4cc83a1097a2189160","","","0-921021080317d38721c6c3e45c9fb096da200268f7c91ede098426b72f4ce62b","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"MM III MODIFICATIONS","M30MLG","","12.938","0","6.66","0","6.66","7.729","0.149","0.199","0.203","27.878","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","a6d64777e5b62a4130dcd8889ec44ec310bac87933d1ec558ee81e84728fae06","5-f625b095ccd4e7df6b19123fd7b8281bb2f2db33a1582354875fb3184cd3e934","","","0-921021080317d38721c6c3e45c9fb096da200268f7c91ede098426b72f4ce62b","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"AIM-9 SIDEWINDER","M09HAI","","0","0","5.257","0","5.257","3.472","2.477","2.475","0","13.681","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e19fba4fe460b23dda38633f447049ab5087c90b82af6fcbc629a2a2474061db","0-893b43880ed8fba7519edf54c5868425c8e4bcd89643dbe5eba5cdefaeb11331","","","0-e05fae42e18801cbc199b2351397b322c37ab55cafa16548e5459865ff5060b5","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"SIDEWINDER (AIM-9X)","M09BA1","","1.717","0.604","2.427","0","2.427","2.236","1.817","1.849","1.881","12.531","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e19fba4fe460b23dda38633f447049ab5087c90b82af6fcbc629a2a2474061db","1-a0991b7ce72ee08f58aee4920f0fa677dec257684dbd460a488d6a954cedf2ff","","","0-e05fae42e18801cbc199b2351397b322c37ab55cafa16548e5459865ff5060b5","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"AIR LAUNCH CRUISE MISSILE (ALCM)","M09HA1","","0","0","0.294","0","0.294","0.303","0.311","0.321","0.331","1.56","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e19fba4fe460b23dda38633f447049ab5087c90b82af6fcbc629a2a2474061db","2-9f4ab5a4a059615592d7514dad514d785113300cd507758814fe09f581e37cc8","","","0-e05fae42e18801cbc199b2351397b322c37ab55cafa16548e5459865ff5060b5","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"AMRAAM","MAMRA0","","2.062","1.996","2.072","0","2.072","2.063","2.041","2.076","2.113","14.423","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e19fba4fe460b23dda38633f447049ab5087c90b82af6fcbc629a2a2474061db","3-ac6f0055bb77cd709ed64a204276db7d27a5adac03272b0579342a5d81399d5e","185","","0-e05fae42e18801cbc199b2351397b322c37ab55cafa16548e5459865ff5060b5","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"JOINT AIR-SURFACE STANDOFF MISSILE","M09HA1","","0","0.806","0.367","0","0.367","0.423","0.429","0.437","0.444","2.906","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e19fba4fe460b23dda38633f447049ab5087c90b82af6fcbc629a2a2474061db","4-3b18f3ebb26febcf5e3959addd54a8e0c342efe58363c918a7f5654d8d534d1b","","","0-e05fae42e18801cbc199b2351397b322c37ab55cafa16548e5459865ff5060b5","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"MM III MODIFICATIONS","M30MLG","","12.938","0","6.66","0","6.66","7.729","0.149","0.199","0.203","27.878","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e19fba4fe460b23dda38633f447049ab5087c90b82af6fcbc629a2a2474061db","5-18f5fb3a4c6634cb6bb53eb896efef10cd090e504fcbb68739088221df5e70b0","","","0-e05fae42e18801cbc199b2351397b322c37ab55cafa16548e5459865ff5060b5","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
