ProgramElementNumber_val,ProgramElementFunding_AllPriorYears_Quantity_val,ProgramElementFunding_AllPriorYears_TotalCost_val,ProgramElementFunding_PriorYear_Quantity_val,ProgramElementFunding_PriorYear_TotalCost_val,ProgramElementFunding_CurrentYear_Quantity_val,ProgramElementFunding_CurrentYear_TotalCost_val,ProgramElementFunding_BudgetYearOneBase_Quantity_val,ProgramElementFunding_BudgetYearOneBase_TotalCost_val,ProgramElementFunding_BudgetYearOneOCO_Quantity_val,ProgramElementFunding_BudgetYearOneOCO_TotalCost_val,ProgramElementFunding_BudgetYearOne_Quantity_val,ProgramElementFunding_BudgetYearOne_TotalCost_val,ProgramElementFunding_BudgetYearTwo_Quantity_val,ProgramElementFunding_BudgetYearTwo_TotalCost_val,ProgramElementFunding_BudgetYearThree_Quantity_val,ProgramElementFunding_BudgetYearThree_TotalCost_val,ProgramElementFunding_BudgetYearFour_Quantity_val,ProgramElementFunding_BudgetYearFour_TotalCost_val,ProgramElementFunding_BudgetYearFive_Quantity_val,ProgramElementFunding_BudgetYearFive_TotalCost_val,ProgramElementFunding_ToComplete_Quantity_val,ProgramElementFunding_ToComplete_TotalCost_val,ProgramElementFunding_Total_Quantity_val,ProgramElementFunding_Total_TotalCost_val,ProgramElementFunding_Quantity_AllPriorYears_val,ProgramElementFunding_Quantity_Total_val,ProgramElementFunding_Quantity_CurrentYear_val,ProgramElementFunding_Quantity_PriorYear_val,ProgramElementFunding_Quantity_BudgetYearOneBase_val,ProgramElementFunding_Quantity_BudgetYearOne_val,ProgramElementFunding_Quantity_BudgetYearTwo_val,ProgramElementFunding_Quantity_BudgetYearThree_val,ProgramElementFunding_Quantity_BudgetYearFour_val,ProgramElementFunding_Quantity_BudgetYearFive_val,ProgramElementFunding_Quantity_ToComplete_val,ProgramElementFunding_TotalCost_AllPriorYears_val,ProgramElementFunding_TotalCost_PriorYear_val,ProgramElementFunding_TotalCost_Total_val,ProgramElementFunding_TotalCost_CurrentYear_val,ProgramElementFunding_TotalCost_BudgetYearOneBase_val,ProgramElementFunding_TotalCost_BudgetYearOne_val,ProgramElementFunding_TotalCost_BudgetYearTwo_val,ProgramElementFunding_TotalCost_BudgetYearThree_val,ProgramElementFunding_TotalCost_BudgetYearFour_val,ProgramElementFunding_TotalCost_BudgetYearFive_val,ProgramElementFunding_TotalCost_ToComplete_val,ProgramElementFunding_TotalCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"1160429BB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.191","","17.191","","","","","","","","0","","2017-BASE_PROCUREMENT-2017-DEFENSE_SOCOM-U_PROCUREMENT_MasterJustificationBook_United_States_Special_Operations_Command_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_United_States_Special_Operations_Command_PB_2017.xml","c601e62ea4094b6b8414bb27c95d364ff46864293c4cf6c0ac5c76b249d6eb3f","0-7f0c655c57fe83a58be1e2f3fd2b8157f1516728254e50e9b38ea2ade0bb7cfa","0-8c92e5d0a760f84a3a85066398942eb23cb0535c9e09908b4572234287bedde7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1160403BB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.744","1.041","10.183","0.575","0.408","0.408","0.415","","","","0","","2017-BASE_PROCUREMENT-2017-DEFENSE_SOCOM-U_PROCUREMENT_MasterJustificationBook_United_States_Special_Operations_Command_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_United_States_Special_Operations_Command_PB_2017.xml","c601e62ea4094b6b8414bb27c95d364ff46864293c4cf6c0ac5c76b249d6eb3f","1-d2c4b2e9bc7def50fc8952cd601891475180485125cb75d34a55719d781e0041","0-8c92e5d0a760f84a3a85066398942eb23cb0535c9e09908b4572234287bedde7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1160403BB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.366","7.38","2.375","","","","1.189","1.213","1.237","","","2017-BASE_PROCUREMENT-2017-DEFENSE_SOCOM-U_PROCUREMENT_MasterJustificationBook_United_States_Special_Operations_Command_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_United_States_Special_Operations_Command_PB_2017.xml","f800405f5b1c5307454e3182427c896a3fe6e48165ad721e6cc20952b547db6f","0-fa138da800135298fa40c910274fe9a8b03b96ff1611e6807bad63727ba2f7fe","0-20e1b3fe919293e9f1044fcb458415d1f8de3f1df61718edfb032e1de8b1bf31","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1160403BB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255.268","12.412","277.695","","","","","1.984","8.031","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","80c6eb657bc85ec5d9464cdd1867838c08ff08e64851b278bb33f0f8421003d3","0-c32a69579bfe8bf7a2689741200ba0f8e954197862bc2063d746163987f2e046","0-c7c6061567821652c32059102b37c23004f73ab92588ecbe21bfc43f9a619bd2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1160403BB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.953","0.232","1.074","1.074","5.087","3.593","1.469","1.498","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","80c6eb657bc85ec5d9464cdd1867838c08ff08e64851b278bb33f0f8421003d3","0-8b0aab252e4d903f1d32cd4bfb078f18fc120f2f575b50b470bdf4e116d8c917","0-41319d6d8ac7179bd51b25685453cf81f3da1161f864523cd69795e0cdf8a497","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1160403BB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.173","2.413","17.619","3.45","2.498","2.498","2.277","4.308","2.5","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","80c6eb657bc85ec5d9464cdd1867838c08ff08e64851b278bb33f0f8421003d3","0-cd1cb7311cb4dcce9a3fa2be3566e5a9bba22c8cc0f9c94830c9c68025254169","0-15270b88c3e261b21a80af05bc4e8b37144598156e3106c73e10296d49ac3b44","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1160403BB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.443","37.853","11.966","0.677","0.677","3.479","3.573","2.829","2.886","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","80c6eb657bc85ec5d9464cdd1867838c08ff08e64851b278bb33f0f8421003d3","0-4be06d86668f4edaeed2f664d448897cdb6a4db23fd6b67314786f9233beabe8","0-ea2077e10f964fc13cab11c5fd3086d8d747ffe83b76ec49b9c0d8c1792e0df9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1160403BB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.85","16.426","51.203","13.465","9.462","9.462","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","80c6eb657bc85ec5d9464cdd1867838c08ff08e64851b278bb33f0f8421003d3","0-03dbb98dbcf61a68c4c5b5942bfc99c08f9f978d50195c665cd834930b0ecea9","0-f297159654c54fdfccbbf05385788f8f462c3f9b3c008cce437362b1face3f09","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1160429BB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.105","","26.105","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","fa4ac763f73a58a9366af5d82df5b1d5991ddc35a86393521723eef3d8542d88","0-680b2548c5b5707f6d28825741a33297b863fd683bdb2bd9332c370d395ebbfe","0-cde2770c71d6921901ddb4585de3843fde97909a529814a8c1e3ad210ddc1f46","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1160403BB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.412","2.183","119.644","6.118","7.556","7.556","8.235","12.605","24.127","53.408","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","fa4ac763f73a58a9366af5d82df5b1d5991ddc35a86393521723eef3d8542d88","1-e6598443d48845871be520714db6a4cfc63fecd06f0262d8170dbe737c79f2ef","0-cde2770c71d6921901ddb4585de3843fde97909a529814a8c1e3ad210ddc1f46","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1160429BB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.191","","17.191","","","","","","","","0","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","fa4ac763f73a58a9366af5d82df5b1d5991ddc35a86393521723eef3d8542d88","0-bb5d52ab79f22ebcb2d32d792a12b40b03a31acf131e98a1130d01f952a865ae","0-eefbf673a2aff6e120dc0d8b8ad430213d7338db4b647b2ca4b6a24f4070fe1e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1160403BB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.744","1.041","10.183","0.575","0.408","0.408","0.415","","","","0","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","fa4ac763f73a58a9366af5d82df5b1d5991ddc35a86393521723eef3d8542d88","1-aed87b5cf6f83ca9dfccda54b2e723d467467d91b053f1868a0f8b959c20c96d","0-eefbf673a2aff6e120dc0d8b8ad430213d7338db4b647b2ca4b6a24f4070fe1e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1160403BB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.366","7.38","2.375","","","","1.189","1.213","1.237","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","fd53682c9a29d6c4a9bece1e1c2aa6db60d0f9f2dfcf809f6d8badaa41d606d6","0-50a4a22562bb9230846da059014a37b281c301c33a7c48b7f88e462bb3a374e9","0-04e8156359da91dbb8a036ce68d0354372c12c737fc25b2a5cdc1bb7fd1a8ca4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101127F","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","107.052","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","c63dd32be40b2158d2875393fb469a53d5054c576a3c076db43032faf1d48317","0-f1841a18c336a745018fcbd8058569c39df18b829d32fb2e93a48da7f82e74ed","0-e7a03fb8f8cd68d82c5acbbbfac8e4031cbb39c57ff9b7cf9c9af36740b3b4bd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101126F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162.988","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","9f58f5057649db7d27395ab18ee9c5871880c22d35566636a79fd73a739c81d5","0-eb581974afee36976aeae6f336c4a793f16eb870d3627e9711b63651c22a4f1c","0-5c560e3ec8bcc215a96887e507d4c57e66aec4c8e0ef92d67bb9688708be5cd9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101126F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.635","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","9f58f5057649db7d27395ab18ee9c5871880c22d35566636a79fd73a739c81d5","0-a9623eb2760001695006fa5fe050637fc90962f3ff9b99b4b31e475042bb0d23","0-0cfed7286da53fdaa512550a1f5dd6484a6b1819500136a4663917e1c86da671","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101126F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166.669","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","9f58f5057649db7d27395ab18ee9c5871880c22d35566636a79fd73a739c81d5","0-e66f27fc81bdea2096fc4d3fd842588ac0ecd0402cd40451ff8849a8789b4c56","0-939f06a9086575e48a01015ea752b0463ac996939191e0d5781cf3f94209fc17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401119F","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","91.309","7.403","","11.837","","","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","63131a9a558643f84011ffc5c1da507eb1786db7dd112bf287e474aecfc317df","0-365b9926714c7176db0bee82c0272a0a5f9b89be8d70c0211765f57fa0b86b2e","0-e984a79a0522034f0298a8d7435abdfad41350f5e0fbcfb9b1e74d2606d79477","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401130F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.411","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","9f9d9432e841975e6d5fc5f0243f1cdbbcb1ec75ab233b348e9e1b035bbfb875","0-a10e35d5632c99eaf75fcca99a5893c54c3fbedb79e79e501b488138e660bb80","0-609b2a4e28e3a4808c0a0d9ca80e497007f570330860f03487fc7ee447e0655a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401130F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.165","15.045","","1.84","","","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","9f9d9432e841975e6d5fc5f0243f1cdbbcb1ec75ab233b348e9e1b035bbfb875","0-73fc487ed984f291817e60c0bf34f9a53bd7566b42e4b0a279c129627aaecfac","0-ade276dfba2eb21fe08bffa0effe6e80043fd994bb763871d52c41f0cd3be5eb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101113F","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","10","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","04bd251227377d896726122147fb3eb9cd15fd6f565cdc1e3faac1a3e28d79f3","0-9e18f64313d2340c6405df0de22eb5bfdf7683aa5269b8b920a041fe076bfc10","0-72c81e4380bbc8f3d57c8047cb2b73e3a47731a57d3e68f45f08fccae0ca911e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101113F","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","119.557","60.265","","34.634","15.128","15.128","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","04bd251227377d896726122147fb3eb9cd15fd6f565cdc1e3faac1a3e28d79f3","0-aacf16f433c00c4749d97f8a3d46a0831de5b181f8773cb3a22f31c0437f7297","0-8a6ebba432f049a6dc7ce8e554767f5f3573f813bab6e74831d86d861943714d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0305202F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.471","","37.217","34.486","34.486","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","90e73abce66debf8f7633108dae715e8cc5de2da54e74f7522290a9413e09e4d","0-c6d82fd4b6dc698deb2dca612a3b232dd17b5f7d421e206274178053bc444655","0-3d7cc2690dea8094f85458610cdf9dd3331ed9ca1efd1974add776bb3360d997","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401314F","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","59.918","46.453","","13.817","6.681","6.681","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","9345e74c3e2ca9b969f2cc09cc04a5caf1206f0e8b48426ac44387ade4f66bec","0-ecf2f08b360e621f921a7c6fc0b61be4aa7fc3054eb0e84cdac744eb3e64a053","0-2582ecf146807306e8b3eacea2fb55002177f8933ebf4bd84455287b1ce42d40","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401115F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","","","","","","0","33.962","","8.421","1.965","1.965","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","370c6b4f4c1e3d98c66a63788bb063e67430a476c4054b4300101a992708ab86","0-095f92a4cf43cba37626176fb485348b8104e1dfbad8e76033392918aa1a62bf","0-4f7978e54702a77099deccb481f13d07599f5ada101632184803e7879eef3744","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401132F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.36","","9.294","","","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","5f9b919d5949fadf2b5bc5bd5dae6ec9641a4b735edbf142055731b1f37032af","0-27fdaab182f4d67460555139cfbcfc9caf8e0e68b17895692c5f3121824adde3","0-89c08f9cac3e3500e83197cde4d8a7313ab0f135d4cae03dd405c0fc6487128a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0305145F","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","17.252","9.116","","4.844","","","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a290831a946118882e33a49157b82dc606332f3354990b369f78d95f666edaa9","0-b4a117232b526eb563c0abcaa2e68ef8d482091a9b021949e20256b54bc6c7b6","0-a6f8986800a947f4154ff8ced725b73fba8d8fd69752703ed6bd59b4855ed5cc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207417F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","320.744","73.277","","40.123","7.382","7.382","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","9b4462fe45fa75a80b60641f855043c4c80d732b8eb2015a1c000e85e00868a3","0-ef887f6b07a28ec97b530e7f71384941cb482165b72b757d4267f53bdb18f613","0-7d023c59c029b071f5211bf51443abeb99d2cbf1c151986a23df6e5c5785673e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207417F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.528","41.217","","16.792","30.895","30.895","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","9b4462fe45fa75a80b60641f855043c4c80d732b8eb2015a1c000e85e00868a3","0-502ef34ae00bdf06b58d4ca9934f916fb26c6b270845160f686db8f8db5fc842","0-35bcc3aaf844b78af3c337d5de933858ab537c97945b8e6e2bb3e1312dbe64b0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207417F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.438","15.789","","14.28","","","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","9b4462fe45fa75a80b60641f855043c4c80d732b8eb2015a1c000e85e00868a3","0-3d36d5a03547ae872b782d1c4934d8cc4db095cb021099fcdd148a30c3bf7d82","0-2e73ce50747d9ca59f2f56aff80329063021d1a4ec9fb08b946705a594107c63","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0302015F","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","24.173","51.95","","17.794","20.029","20.029","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","be330f1268fd8c0d8fee41c6e226f8210b72c6839f7b287f303d7261b4fac7e4","0-0eeb4f34acf9b5748ae0bc7ed068db46a98b430de45091b1db837966e88edc84","0-5fa22a04d071cd82b61d5645623f22fa25042e8e5d0d2c2a348978a7c095cf94","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0303001F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.334","3.633","","14.555","","","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","995a766145177880a1c60be752d9795e72d226846c3cca93054016dd4532e209","0-9dcf3cfd78d1fb2e4e32a8f6afab7a6320cf79bd4368e8e8f0b7781b3be7e8c1","0-438ecee0307c8299d2a2a50cbdaabb492a9abf2bee595ab77ec4ffbb580deb9e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0305220F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.215","5","5","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a4df4d0739a65e4dc014b4132b9471d0168ce71a93c57fe5939a4db52a76d201","0-296e834ca952b84021bde363b228833857d1fb47f4cf6875f400d7726570d322","0-35cd6b1b16d53867b682011464bdc70337e6b071aab83929085bd1d588a2ed4e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
