Name_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","","7.43","8.7","8.7","13.45","30.537","18.74","4.333","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","8ac03752602a59c43c8a5bbdc2022ef603ae01d3f6924169c1ea9ed3bf2941b5","0-3097a222b5f590e0c1ff793f11b620ea341ea7633c9d38183ff7282ca52761e5","7-944551fccfa6631e668e200fa9601bd42272c4949100ae5804175d3c0c5d8cf5","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","","12.66","12.66","12.83","15.581","23.092","2.315","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","8ac03752602a59c43c8a5bbdc2022ef603ae01d3f6924169c1ea9ed3bf2941b5","1-f1c55755b4a6bfc266c62d9ee15cd237a9df0319eccd9b9a1f1ac44f7369d9be","7-944551fccfa6631e668e200fa9601bd42272c4949100ae5804175d3c0c5d8cf5","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","13.823","19.04","19.04","27.844","36.018","40.259","19.962","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","8ac03752602a59c43c8a5bbdc2022ef603ae01d3f6924169c1ea9ed3bf2941b5","0-6abac0ba6192bd4f78e55af5b3a235aaec55a68f771ba067cf138a1b3c14ec19","8-fb230bfbd22e9cfbbe116ae19f7bfe7148547e10eb024fba0ae8baf39e52856a","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","4.023","4.4","4.4","17.148","20.784","16.852","17.806","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","8ac03752602a59c43c8a5bbdc2022ef603ae01d3f6924169c1ea9ed3bf2941b5","0-403f9c402321201c45bc1cbc004e50aba6a46cac470a7fd0c5d2823967ee4d62","9-560281453551b0ab87c33c8207d6ed7b0f14f1ccae2cbefad2c732c558c38928","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","3","1.5","1.5","7.352","10.736","15.248","14.872","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","8ac03752602a59c43c8a5bbdc2022ef603ae01d3f6924169c1ea9ed3bf2941b5","1-0968fd7efe33556d2d38988432aec440f37b1f9b3dc02a2c537ecee4cc5de632","9-560281453551b0ab87c33c8207d6ed7b0f14f1ccae2cbefad2c732c558c38928","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","1.19","19.007","19.007","12.625","24.012","4.967","5.056","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","8ac03752602a59c43c8a5bbdc2022ef603ae01d3f6924169c1ea9ed3bf2941b5","0-140e6d0d917dd2824ca8908432588a8a0d123d6bcb5a83de124b202260e35207","10-d908ca965119e6c98a75a78cc957960f4c2f3e132fda2a53f3921dba96f55915","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","3.517","17.727","34.3","34.3","51.039","90.654","95.358","108.424","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","5fb5ae55b1f626a35ba787acba00be3cce0d4ffca9d26565a0fc859e3bc39ee9","0-8b8fd9493268f5a7cb7878eeaf482e7c50eb0bb1c2ffc20dcacceb9b44fcb1ea","0-61604ab347983ffc609c6921d14edd511ef4853704fbedd0cf3413763f9c2908","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","0.4","2.376","2.376","5.503","8.255","10.182","7.485","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","5fb5ae55b1f626a35ba787acba00be3cce0d4ffca9d26565a0fc859e3bc39ee9","1-6afd9e1654681e31b50d414cf76283e4a737d9ee65229f49704050d0f40b9edf","0-61604ab347983ffc609c6921d14edd511ef4853704fbedd0cf3413763f9c2908","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","18.807","7.207","7.207","65.693","18.648","41.571","48.169","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","5fb5ae55b1f626a35ba787acba00be3cce0d4ffca9d26565a0fc859e3bc39ee9","0-5a5b6897e23fee7abc968890a06cce5245a4daa406caa70ed3b3e078d4c4046c","1-96bb7f94bc19738913d2df9fa8a6c307561722c447deaff83b3a216ae9fabf6b","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","27.109","13.761","13.761","29.156","50.293","5.738","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","5fb5ae55b1f626a35ba787acba00be3cce0d4ffca9d26565a0fc859e3bc39ee9","1-dd0f747f60cc9b818570f16b87f2da31f364cb33c16e00893227d4a3acad9f1e","1-96bb7f94bc19738913d2df9fa8a6c307561722c447deaff83b3a216ae9fabf6b","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","15.445","14.06","14.06","22.789","11.427","5.543","1.647","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","5fb5ae55b1f626a35ba787acba00be3cce0d4ffca9d26565a0fc859e3bc39ee9","0-a928b9ba85355913c7fdded4174eb7e03a8d9c0f6446dbb548d8103f99b27e6b","2-e7d80db77e7db6f59ac4dab3c2981415ecae31a55a979ab54afcf0f1a5042c0e","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","0","","","6.946","10.509","5.31","0.953","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","5fb5ae55b1f626a35ba787acba00be3cce0d4ffca9d26565a0fc859e3bc39ee9","1-0f87dd04c4caab5f5aea4fccc3a3745abb766f390f2ff47be3d78c2edd013703","2-e7d80db77e7db6f59ac4dab3c2981415ecae31a55a979ab54afcf0f1a5042c0e","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","9.009","31.601","31.601","21.579","36.532","12.524","3.302","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","5fb5ae55b1f626a35ba787acba00be3cce0d4ffca9d26565a0fc859e3bc39ee9","0-e863f3de51cba0a81a94c1e329d60bdc04c73a298ef71d910e68838865bae58a","3-e186ea1ba670e0f1d8f04686b8c8c51d595e2140fc9b3acc7f07d674ae4ac7e3","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","","3.824","3.824","4.256","","","9.45","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","5fb5ae55b1f626a35ba787acba00be3cce0d4ffca9d26565a0fc859e3bc39ee9","1-b251d61d7d0ab062bbe2f9114cceb53f2026178c4cba7fae6408cb6160aea384","3-e186ea1ba670e0f1d8f04686b8c8c51d595e2140fc9b3acc7f07d674ae4ac7e3","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Reserve","","","0.956","0.956","3.04","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","5fb5ae55b1f626a35ba787acba00be3cce0d4ffca9d26565a0fc859e3bc39ee9","2-c5d3eabcf43420faa15d4d30aa1570ccf8a704e4dc090bcfe62b7957638cc425","3-e186ea1ba670e0f1d8f04686b8c8c51d595e2140fc9b3acc7f07d674ae4ac7e3","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","14.075","86.797","163.262","163.262","1.469","15.871","0","0","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","5fb5ae55b1f626a35ba787acba00be3cce0d4ffca9d26565a0fc859e3bc39ee9","0-7ca429554e2d1d1e6c6528c16262ae1d7b3930ad098c2f492e1a957132da6d74","4-d574670b7cd40f16ae3f6c9d5037140fd96ccc571a2892a24274600fe9e64e8d","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","11.148","33.626","33.626","0","39.317","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","5fb5ae55b1f626a35ba787acba00be3cce0d4ffca9d26565a0fc859e3bc39ee9","1-027e8b07b74582b56771605aad0205a7b1b3406948bd2b0c944ba57095620fda","4-d574670b7cd40f16ae3f6c9d5037140fd96ccc571a2892a24274600fe9e64e8d","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","","3.969","3.969","1.372","1.396","1.424","1.445","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","5fb5ae55b1f626a35ba787acba00be3cce0d4ffca9d26565a0fc859e3bc39ee9","0-2738640e4d678dbf795d5fa70f76b062b25f3e9c55ef496132d4be2072d0d633","5-c79800f1dbe257b98399dd1fc1f151b17abf5dcf545e855f7225f85938399bfd","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","","1.702","1.702","0.588","0.598","0.61","0.626","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","5fb5ae55b1f626a35ba787acba00be3cce0d4ffca9d26565a0fc859e3bc39ee9","1-bd8a4e984178068675cc28cd38e38c502f9adbfbaf11ce9b30006aed8b1fcb6f","5-c79800f1dbe257b98399dd1fc1f151b17abf5dcf545e855f7225f85938399bfd","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","0.069","","","","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","ff592aa4d1c235713be78118a6c613fc5e94ffdaefcd83f77f594161a8070833","0-a0f081c5dfdb506d043630758d864f16a7c411fdbaf3f5c45fadd73e550bc5c4","0-5935f5da11c4a9dd2b48189e1382ae7f735df0f47d7c3a7f8bfce9fca1fdc1d2","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","1.062","","","","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","ff592aa4d1c235713be78118a6c613fc5e94ffdaefcd83f77f594161a8070833","1-c172f2a1c0eb891ce5e9825fd19de0a07196ba0b70327ff28fc30e1c7ec48766","0-5935f5da11c4a9dd2b48189e1382ae7f735df0f47d7c3a7f8bfce9fca1fdc1d2","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","0.033","","","","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","ff592aa4d1c235713be78118a6c613fc5e94ffdaefcd83f77f594161a8070833","0-45145777752a9480b865bac0d7e8a9a15dbd29e6d9a143de08cc132552d696d4","1-55bc0aec724b2a369c1e9d4b5e4836d9b241e2c1e98430c67cffc1abcbbaa602","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","2.844","","","","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","ff592aa4d1c235713be78118a6c613fc5e94ffdaefcd83f77f594161a8070833","1-5507bdf9a11958d4d313de5c981b8ff86eac6140d715a4e17e884b1742f23d27","1-55bc0aec724b2a369c1e9d4b5e4836d9b241e2c1e98430c67cffc1abcbbaa602","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","102.099","114.762","94.412","94.412","65.403","65.505","34.018","77.935","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","ff592aa4d1c235713be78118a6c613fc5e94ffdaefcd83f77f594161a8070833","0-9de6200c7bacacc46e1bd45012edb72effb0cdf00d496213483b4e048ebea732","2-08bae5d9575306a099f7ccc99be345367ac32c991302e8b342efec5fbe02441b","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","16.456","18.86","10.733","10.733","7.743","6.573","3.927","9.238","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","ff592aa4d1c235713be78118a6c613fc5e94ffdaefcd83f77f594161a8070833","1-efc8db6ff723c09f457857d4bb91d8734eb13c4d31cd32fd4e6936b50fc498ef","2-08bae5d9575306a099f7ccc99be345367ac32c991302e8b342efec5fbe02441b","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","","","","0","","12.9","16.969","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","ff592aa4d1c235713be78118a6c613fc5e94ffdaefcd83f77f594161a8070833","0-29b2ae39d791dfd61b24a5fb3c06dc44f803bfb3e1b4ccff992e6398f2e04d8c","3-3a2c1e4bc08b8760e9833234bc9cef2704222fa058a54a183ec7b9ce4a362563","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","15","94.914","94.914","77.6","107.4","74.7","7.5","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","ff592aa4d1c235713be78118a6c613fc5e94ffdaefcd83f77f594161a8070833","0-e66e6c5d59aa4a695cafdaf44b87ea68df5b98db2f0bc813481d363fb57b9080","4-fc1a1a9361ade6a0f326601883830a0abb654c7b64be3debf9b8a2a5aa7527a0","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","4.059","6.746","7.109","7.109","8.086","7.676","4.258","0.804","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","ff592aa4d1c235713be78118a6c613fc5e94ffdaefcd83f77f594161a8070833","0-3f8e7af088c82ec618c8d651a1883fb4ebae1735baf0dd184277558b102e61e1","5-02d701d7988855d2b861add16e2ed9a043c33b190b5e7907090817e729380942","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","0.721","1.358","1.38","1.38","1.461","1.393","0.916","0.172","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","ff592aa4d1c235713be78118a6c613fc5e94ffdaefcd83f77f594161a8070833","1-e95aa1d8040e113671c2c1a1c5677ece2e70542d9798929c9edc389adf8df9f3","5-02d701d7988855d2b861add16e2ed9a043c33b190b5e7907090817e729380942","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","13.275","9.133","6.101","6.101","1.259","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","ff592aa4d1c235713be78118a6c613fc5e94ffdaefcd83f77f594161a8070833","0-b456886d9031c8704c7b1648d6d1c6d90dd57821808e0016d0feb08ebdb01a04","6-26a66d520f2178e9e7029fcd9d9ebf08335bf40e80a261b73413841a18abaf12","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","1.323","1.556","2.972","2.972","0.959","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","ff592aa4d1c235713be78118a6c613fc5e94ffdaefcd83f77f594161a8070833","1-9142a8cc8aa7acc90c900df9ddd4f8fcf585e9addd97d94ea4e1d66262124d20","6-26a66d520f2178e9e7029fcd9d9ebf08335bf40e80a261b73413841a18abaf12","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","4.067","9.215","12.329","12.329","11.92","14.492","15.607","16.025","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","ff592aa4d1c235713be78118a6c613fc5e94ffdaefcd83f77f594161a8070833","0-483a1e994fa4c9569f342b26415fa2943922c38d64bf762538d8c909a65a30e0","7-40935572904d775bbf5a379c170fe0a05bac870ffbb86e1ce720cb7299b3740f","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","","0.76","0.76","3.53","2.54","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","ff592aa4d1c235713be78118a6c613fc5e94ffdaefcd83f77f594161a8070833","0-cdb91d8b8d7a3c3bbaa42ab3bf81bc71bf4b911a1886e9c3599b70b310b87c6a","8-1e9dead8d506d0dc873842aadb51ea3186c957e3b8e002d249465b8327cc96fb","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","","20","20","","34.8","35.9","31.9","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","ff592aa4d1c235713be78118a6c613fc5e94ffdaefcd83f77f594161a8070833","0-a523bd6fee3ae3d90e4ca0b946f035bb7a825f5d71b50e316b592b606263f520","9-6cbfb7428acf6caa4ce5365fe82735ab640bedce87ac38d9b94c99036f38d490","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","","","","66.61","84.647","141.014","257.091","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","ff592aa4d1c235713be78118a6c613fc5e94ffdaefcd83f77f594161a8070833","0-3c9ca2952fab71b91601fb643d2246c31002811283f8d89677493c806b24070b","11-86fa47ac4436efe55e57252ecb397f09cebb9887a7eb6abe03644909aae8bdcc","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","","","","","0","35.6","13.418","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","ff592aa4d1c235713be78118a6c613fc5e94ffdaefcd83f77f594161a8070833","0-ae77ec5e3b25fa3a102b2be9f2f58a9d5b796183fda1ec8244ddc5d23b2b7daf","12-e8f5ebe45c3894ddee81c98cc715c5c23d355e43eec367654900ba69605d87a7","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","","","","","","","30.63","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","ff592aa4d1c235713be78118a6c613fc5e94ffdaefcd83f77f594161a8070833","0-3d490eaccf5b17c7bea74c14f6e724cc46c302e93ff4e800ccdf404168a0ff8d","13-862d537b3f9566ef8902a205d0e28f4533cda0cc2bb85f179b752f10a0ec75e5","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","10.84","","7.037","7.037","18.847","19.117","19.266","94.166","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","402be201207115d2589b80f4a02ed50085dfb67a83bbf0a56c7d3fe6bc34ea25","0-49dff8240c51bbbe6d622bdcf9232be4b3e971a8d3ae1355101091654f8d1400","0-87b0af2af2442c53872f9015cf7360c78915e444a0359e909b9e769129f2918f","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","56.773","50.032","16.338","16.338","16.202","11.596","0.404","0.412","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","8b188e504c138ddacbfb1cbd088d1c63a5dd27bc4fccb1928fb049b614dbaa58","0-cc61b595cb75c77347bed8576d4fc8c3cecd83dd2d7cde3699b9c2347742a238","0-39c701f36ce49b95d45bddd1f275a08b72d20f5cbbc0949ba2cae52b3bbc9890","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","14.637","15.993","11.271","11.271","2.752","0.793","0.109","0.111","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","8b188e504c138ddacbfb1cbd088d1c63a5dd27bc4fccb1928fb049b614dbaa58","0-3c56bd7fc2612155acfa5ec0591d3c73e0950addc93a82924fadf2578b6d1cd9","1-4623867f41424ab0da2e47caf7dbd5c4274d1e1326a316c81006bfef75291991","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","42.791","47.26","16.436","16.436","14.923","8.622","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","8b188e504c138ddacbfb1cbd088d1c63a5dd27bc4fccb1928fb049b614dbaa58","0-f63eaba96f356204941592e6b5d2a13d5c360055beb3cd22c7e6aa23ac08eccd","2-8da0e08f89d38374e4438054202bfb9973b67c38d5bf77a724bcb1fd5c3069d9","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","","147.685","147.685","149.047","142.443","308.818","258.982","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","a5b052f289bd0868a7c85ccb24533b4957531e86b54001a7e26d67ea7a1ab814","0-d35a8ae159bdd0ad0e26241cbd4617a3043b3573318bb20ebbc4488922b5f3e0","0-68bfbda2bd00a8320e708325c6b212e37f9e41f3ec47e0684c50078ff2ba9989","root.record.ItemExhibitList.P3AModificationItemGroup"
