FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,ContractMethod_val,ContractType_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_AcceptedBeforeOct1_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencySuffix_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RFPIssueDate_val,FundingVehicle_val,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery,OCO_val,@PARENTROWID,@PARENT
"2012","","CECOM, APG","2013-03","2013-12","301","166.000","false","SS","FFP","Army","301","0","","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7424cd444ec3bd9cc778e3e016fb369e95039e3b37d88e0c13f5bf04624acc83","0-0ce3ae8d5cba83e1c8fe811f5de8385f2334b9fc6af60409304b232a20194072","","","","","","0-823d9ec82ca1aba6001f0acdcf4cd3623737dadb4546b35c532df49663e2304a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","AMCOM Contracting Command, RSA","2013-10","2014-07","301","139.000","false","SS","FFP","Army","301","0","BASE","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7424cd444ec3bd9cc778e3e016fb369e95039e3b37d88e0c13f5bf04624acc83","1-1d08a85d482d886be7fe88682a5ddfe1618e099fb65ee7edb6ed6faba2d8649d","","","","","","0-823d9ec82ca1aba6001f0acdcf4cd3623737dadb4546b35c532df49663e2304a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","AMCOM Contracting Command, RSA","2014-06","2015-03","162","183.000","","SS","FFP","Army","162","0","BASE","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7424cd444ec3bd9cc778e3e016fb369e95039e3b37d88e0c13f5bf04624acc83","2-58d69d986855883825811536876af254a9341cd672134f23edb337efb5623145","","","","","","0-823d9ec82ca1aba6001f0acdcf4cd3623737dadb4546b35c532df49663e2304a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","4.000","0.040","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","fb221902332d322a3dbca31c563079bae28136d0a5656ae7e5b0f07f2aa47c7f","0-bcaec7a143047bf5a1be4a4b35d25efad8394f3091948abf901f1554a58a35f5","2018-01","","","","","0-84b1c004366edb14ecb433608eb49a868c145619afc228db1236aeda8f0f2e58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","","Hill AFB, UT","2020-03","2020-06","4.000","0.040","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","fb221902332d322a3dbca31c563079bae28136d0a5656ae7e5b0f07f2aa47c7f","1-0433393674c33b1e1a31e99f603683335bad714bd0bea1b797484f71f95d02d8","2019-01","","","","","0-84b1c004366edb14ecb433608eb49a868c145619afc228db1236aeda8f0f2e58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","Hill AFB, UT","2019-03","2019-06","4.000","0.040","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","fb221902332d322a3dbca31c563079bae28136d0a5656ae7e5b0f07f2aa47c7f","2-05a4221db6621a3c4f7e00a1df95d2462d771d7e8f4eeaec3d0aafc5faba145c","2019-01","","","","","0-84b1c004366edb14ecb433608eb49a868c145619afc228db1236aeda8f0f2e58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2016-03","2016-06","2.000","0.041","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","fb221902332d322a3dbca31c563079bae28136d0a5656ae7e5b0f07f2aa47c7f","3-5a4f5b6d9ee8c1bbd0df81bfbac0a5760cfa76ccc5ef49bee5a26743cf9450cf","2016-01","","","","","0-84b1c004366edb14ecb433608eb49a868c145619afc228db1236aeda8f0f2e58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-03","2017-06","7.000","0.035","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","fb221902332d322a3dbca31c563079bae28136d0a5656ae7e5b0f07f2aa47c7f","4-d4d7abae83fefb3821b933be4ab26c21515b769f12c37986f58490b52306fc43","2017-01","","","","","0-84b1c004366edb14ecb433608eb49a868c145619afc228db1236aeda8f0f2e58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","6.000","0.032","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","fb221902332d322a3dbca31c563079bae28136d0a5656ae7e5b0f07f2aa47c7f","0-0a334c2b95a42933f0e9b01eb9d2955f0733613f652536a420cd36ecd12c2868","2018-01","","","","","0-1cbe1b03d4be300a6456f6aac0e573a4a8a36e1f382215b1bac90ac006b1c06c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2016-03","2016-06","3.000","0.030","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","fb221902332d322a3dbca31c563079bae28136d0a5656ae7e5b0f07f2aa47c7f","1-56e8118e0120df81e0d9dba67731a4c933061500352e7b54d7025e1c818b1624","2016-01","","","","","0-1cbe1b03d4be300a6456f6aac0e573a4a8a36e1f382215b1bac90ac006b1c06c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","Hill AFB, UT","2019-03","2019-06","6.000","0.042","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","fb221902332d322a3dbca31c563079bae28136d0a5656ae7e5b0f07f2aa47c7f","2-60d18266a30d089cef009a1df82636bea06ce49acc756f85ff69791530bc991a","2017-01","","","","","0-1cbe1b03d4be300a6456f6aac0e573a4a8a36e1f382215b1bac90ac006b1c06c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-03","2017-06","3.000","0.030","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","fb221902332d322a3dbca31c563079bae28136d0a5656ae7e5b0f07f2aa47c7f","3-6b38dd0d72520abb64b1646d5c1b39612dd0b6200ab91dabe2e1f0061059b359","2017-01","","","","","0-1cbe1b03d4be300a6456f6aac0e573a4a8a36e1f382215b1bac90ac006b1c06c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","","Hill AFB, UT","2020-03","2020-06","6.000","0.042","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","fb221902332d322a3dbca31c563079bae28136d0a5656ae7e5b0f07f2aa47c7f","4-6ae29eacc8391accf3cad45a9aac52ffdeea33f5191aabc3169e920b799a45b5","2018-01","","","","","0-1cbe1b03d4be300a6456f6aac0e573a4a8a36e1f382215b1bac90ac006b1c06c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DITCO SCOTT AFB, IL","2015-04","2015-08","16.000","0.350","true","C","FFP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","1fc0889224fb914d81c6fc765696fbe12c90ce9f0e5cc1dd755186ceefffc36e","0-d23873fafd99be076c7cad5dad0f073b024955b44077f2efb1a939c235ffcd6e","2014-03","","","","","0-ea6d941e082f939fe62c3ff84267a9fb04b20dd5e6b2a3337ef34908f3d7b442","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-01","2018-09","8.000","0.025","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","1fc0889224fb914d81c6fc765696fbe12c90ce9f0e5cc1dd755186ceefffc36e","0-76cfeda89e7f6864dd1fad9cbc77e6941eba5a8ebd6ca2cd429baa5a532036b6","2017-10","","","","","0-4bb63afe68fee3e7f7c57d83df8d5dc8f8578d447c4448071e5409fd495c5953","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","Hill AFB, UT","2015-03","2015-11","6.000","0.022","true","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","1fc0889224fb914d81c6fc765696fbe12c90ce9f0e5cc1dd755186ceefffc36e","1-32f1b7e4ca4e958ec195023c34166f40a18ba21496ca10b839da4ce3791363cb","2014-11","","","","","0-4bb63afe68fee3e7f7c57d83df8d5dc8f8578d447c4448071e5409fd495c5953","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2015-11","2016-08","8.000","0.016","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","1fc0889224fb914d81c6fc765696fbe12c90ce9f0e5cc1dd755186ceefffc36e","2-3b98723e06f2af8e013771be2ebbbe12597c5c54b31bb622f49e504bdb9d6eed","2015-10","","","","","0-4bb63afe68fee3e7f7c57d83df8d5dc8f8578d447c4448071e5409fd495c5953","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-01","2017-10","6.000","0.021","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","1fc0889224fb914d81c6fc765696fbe12c90ce9f0e5cc1dd755186ceefffc36e","3-a9cac6fc8fcfcf48ae09cd9c884f943e744705aed098e6fb4ba78d398c896533","2016-10","","","","","0-4bb63afe68fee3e7f7c57d83df8d5dc8f8578d447c4448071e5409fd495c5953","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2016-03","2016-03","2.000","0.403","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","1fc0889224fb914d81c6fc765696fbe12c90ce9f0e5cc1dd755186ceefffc36e","0-38b53e79b12511e396787ff32e81c11df468f4a5c5719ad7999fd9a4c08307c6","2016-01","","","","","0-daf4949e58dea574381da72a02e8bd34ba47fe154758c353abb84d215c3fab66","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","Hill AFB, UT","2015-03","2015-03","11.000","0.410","true","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","1fc0889224fb914d81c6fc765696fbe12c90ce9f0e5cc1dd755186ceefffc36e","1-3264c31489cfc001f7d10f947562420bbcffc79c9d33a6f86eefea0e98a86e33","2015-01","","","","","0-daf4949e58dea574381da72a02e8bd34ba47fe154758c353abb84d215c3fab66","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","HiLL AFB, UT","2017-03","2017-03","1.000","0.697","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","1fc0889224fb914d81c6fc765696fbe12c90ce9f0e5cc1dd755186ceefffc36e","2-b2cfee2e7bd1a18d34bf6d1b3aa9192fb089ca53b8df3e39b63259c82ffd99cf","2017-01","","","","","0-daf4949e58dea574381da72a02e8bd34ba47fe154758c353abb84d215c3fab66","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","4.000","0.040","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","1fc0889224fb914d81c6fc765696fbe12c90ce9f0e5cc1dd755186ceefffc36e","0-05100cc27147b0254be1ae38353bf3877c546dea538a82fb07c321c9458e183b","2018-01","","","","","0-ac8538f762188d5f34ab74d69d78abf4db8298e198973531d87ef7f67ff9bb1e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","","Hill AFB, UT","2020-03","2020-06","4.000","0.040","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","1fc0889224fb914d81c6fc765696fbe12c90ce9f0e5cc1dd755186ceefffc36e","1-057e97e59e935cd7852f50ee98d13fe086efba2a47b4cbd15c5e8120f50d0dc2","2019-01","","","","","0-ac8538f762188d5f34ab74d69d78abf4db8298e198973531d87ef7f67ff9bb1e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","Hill AFB, UT","2019-03","2019-06","4.000","0.040","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","1fc0889224fb914d81c6fc765696fbe12c90ce9f0e5cc1dd755186ceefffc36e","2-40d3e0984020b8604aaf516a1fdded6ed4ad910ba175bba02e87be776651a9f8","2019-01","","","","","0-ac8538f762188d5f34ab74d69d78abf4db8298e198973531d87ef7f67ff9bb1e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2016-03","2016-06","2.000","0.041","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","1fc0889224fb914d81c6fc765696fbe12c90ce9f0e5cc1dd755186ceefffc36e","3-344d2e8cc04d9e0288f086abfae5a106333174918c015360e5f59cb025686733","2016-01","","","","","0-ac8538f762188d5f34ab74d69d78abf4db8298e198973531d87ef7f67ff9bb1e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-03","2017-06","7.000","0.035","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","1fc0889224fb914d81c6fc765696fbe12c90ce9f0e5cc1dd755186ceefffc36e","4-cf6010d315a2e5a8e97e8ac046a6007fdc96f3cb98f3179a72360f971a97a6a1","2017-01","","","","","0-ac8538f762188d5f34ab74d69d78abf4db8298e198973531d87ef7f67ff9bb1e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","6.000","0.032","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","1fc0889224fb914d81c6fc765696fbe12c90ce9f0e5cc1dd755186ceefffc36e","0-17d716391383436dd5edd11e0de9f55fd532c00826230651572af30ee5bf31ae","2018-01","","","","","0-00249ea64395625261baaae9f55fcfec92dca28023416269741cc64f560b6c0d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2016-03","2016-06","3.000","0.030","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","1fc0889224fb914d81c6fc765696fbe12c90ce9f0e5cc1dd755186ceefffc36e","1-6061087e483b1b60a54d1060e8ff0ca9df8263e7ca8bc50f956fe329e0a7705e","2016-01","","","","","0-00249ea64395625261baaae9f55fcfec92dca28023416269741cc64f560b6c0d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","Hill AFB, UT","2019-03","2019-06","6.000","0.042","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","1fc0889224fb914d81c6fc765696fbe12c90ce9f0e5cc1dd755186ceefffc36e","2-09075f73a4cc60494d2dcede3874f01dab1dc08cebf69a894b0b86c8d4471fb5","2017-01","","","","","0-00249ea64395625261baaae9f55fcfec92dca28023416269741cc64f560b6c0d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-03","2017-06","3.000","0.030","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","1fc0889224fb914d81c6fc765696fbe12c90ce9f0e5cc1dd755186ceefffc36e","3-331dd923b93f7889735fb21762d5ec6bc3221fa31e5e41c1e5bff83bf36830af","2017-01","","","","","0-00249ea64395625261baaae9f55fcfec92dca28023416269741cc64f560b6c0d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","","Hill AFB, UT","2020-03","2020-06","6.000","0.042","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2017.xml","1fc0889224fb914d81c6fc765696fbe12c90ce9f0e5cc1dd755186ceefffc36e","4-26fe3614ab3b27be23b95c2c75ceac705b263cb684902326d02b041f3aea424c","2018-01","","","","","0-00249ea64395625261baaae9f55fcfec92dca28023416269741cc64f560b6c0d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DITCO SCOTT AFB, IL","2015-04","2015-08","16.000","0.350","true","C","FFP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","3fe26018306f06e04ec8c699d42dab94c86644eae13f58780bf2bad0a7a5e6ed","0-e0174be64f6edc4a45c2aadba3b68391c9961f742bda5929e55db9ac8c4f5aa2","2014-03","","","","","0-0f055a33f743689010dda54613c59911ae83d0fa6d25b66f422c60bb57386420","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-01","2018-09","8.000","0.025","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","3fe26018306f06e04ec8c699d42dab94c86644eae13f58780bf2bad0a7a5e6ed","0-7768b125247046869d4dd29b48adeefc951e266baec25512b4feb43817ee5468","2017-10","","","","","0-169be3e320ecae4aac31eab83d1e7c5d0d4704f4225a968e395e1800cb7ad051","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","Hill AFB, UT","2015-03","2015-11","6.000","0.022","true","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","3fe26018306f06e04ec8c699d42dab94c86644eae13f58780bf2bad0a7a5e6ed","1-7f12c8a06ba05f05c3d5b07476a7041eda00726dfcf4d8a192478e77ff8945bc","2014-11","","","","","0-169be3e320ecae4aac31eab83d1e7c5d0d4704f4225a968e395e1800cb7ad051","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2015-11","2016-08","8.000","0.016","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","3fe26018306f06e04ec8c699d42dab94c86644eae13f58780bf2bad0a7a5e6ed","2-b119aceb0699e5e21f6dc78ebb7f516c830eeaa18be1c1d14ab1622b8cb3fab5","2015-10","","","","","0-169be3e320ecae4aac31eab83d1e7c5d0d4704f4225a968e395e1800cb7ad051","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-01","2017-10","6.000","0.021","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","3fe26018306f06e04ec8c699d42dab94c86644eae13f58780bf2bad0a7a5e6ed","3-8e412368e554384cfb51b5a3e3324e67e2f01bfd0050a47b2f88a2e0a1e577f5","2016-10","","","","","0-169be3e320ecae4aac31eab83d1e7c5d0d4704f4225a968e395e1800cb7ad051","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2016-03","2016-03","2.000","0.403","false","SS","FP","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","3fe26018306f06e04ec8c699d42dab94c86644eae13f58780bf2bad0a7a5e6ed","0-a815fc33c64706adb9d4f19c50abb3f1ac69b1a223b1337002305ce154dc2b0b","2016-01","","","","","0-30e18304f5f5e8c8f467e9e51d4a72c5a036204c3073a26da20b7cd6f1f988b1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
