Name_val,Name_@footnote,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearTwo_UnitCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearThree_UnitCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFour_UnitCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_BudgetYearFive_UnitCost_val,Cost_BudgetYearFive_Quantity_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_Total_val,Cost_Quantity_ToComplete_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,Cost_UnitCost_BudgetYearThree_val,Cost_UnitCost_BudgetYearFour_val,Cost_UnitCost_BudgetYearFive_val,Cost_UnitCost_Total_val,Cost_UnitCost_ToComplete_val,Cost_UnitCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,AllPriorYearsDeliveries_val,ManufacturerList_Manufacturer,@PARENTROWID,@PARENT
"1.2.1) Nonrecurring Engineering and Tooling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.721","0.338","0.406","0.256","0.256","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","e5495f431e4a30ed58403babaeffa690fd0dc8992c77d3fddaae228f421b7e51","0-68ee557b31ec2f3f87e20b12ce4b85308172a8d4292c7488587fb9f39d0e271f","","","0-64103d17eec1738d29c3ba3f7149392b3f0cfec8fb9d22bc7e878147a8a8ef4b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"2.1.3) Engineering Change Order","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.597","1.597","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","d3d9f0790979c593df078224d71f713752c70669688c783796b60eb511fa25ce","0-29e0c71e7629b26bc299c11a0d34ffa974c4028d18d140b0219d038d26433e68","","","1-769410328141d4562bec32d0c1c9385651deaa1fdc5ffd2ee4ba3f592160aaee","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"2.1.4) Nonrecurring Engineering & Industrial Tooling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.587","11.587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","d3d9f0790979c593df078224d71f713752c70669688c783796b60eb511fa25ce","1-92adc86aa5983b5ac6102c89524821c659a6e7706ea63473a5cde14f3b667684","","","1-769410328141d4562bec32d0c1c9385651deaa1fdc5ffd2ee4ba3f592160aaee","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) LDU Refurbishment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","dccc961fddc2fea0015dc9ffb43b706f1789b295a5843bbfa9c9713168f23d1d","0-e1563c39112e8ec58e13256f4531287b9d59fdc27ee6a7df3d8b94bce4b9f413","","","0-c62600488c814368a48f633aee98b07e7151bdee273ac86d999b1e3fbbd9d736","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Engineering Change Orders (ECO) (Active)","In FY18, ECO funding will address emergent corrective actions from both DT1C/OA and DT1D/OA testing, as well as diminishing manufacturing sources/material shortages and user community feedback to improve Human Systems Integration (HSI). ECO funding will reduce the number of material/electronic obsolesce issues and ultimately improve future Marine Forces readiness.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.742","1.732","5.872","4.86","4.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","a33b9d67f705227d84682f26356fd3dd45dedb18f0c077565bff78fc244dc37f","0-b1632e4ec0bb71df75c6d5c40deb04b48816aeba47d938810a813244cd89893c","","","0-fd82327b6beb6917cee3b8c4bb667fb5ef41034672eff0a7ce77a1406811e901","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) ICS","RQ-21 utilizes an Interim Contractor Support (ICS) strategy to sustain RQ-21A systems prior to material support date (MSD) in accordance with Financial Management Regulations.  ICS is funded within procurement appropriation prior to MSD. ICS includes logistics support for existing and newly procured RQ-21A systems and funds prime contractor logistics support, field service representatives, repair of repairables, and mobile training teams.  ICS transitions to organic support in 4QFY18 after which logistics support for fielded systems will be funded with O&M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.116","21.364","17.568","6.553","6.553","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","9b280d348b38bf446e328ef08fb6fab5f00d1fc6c42006e3f50537fb1e5510e7","0-8036d54a678196b358fad5e95c34d79ebeced876645ba84f40e00f7fbc3685c7","","","0-00d18d88ccfe1e59a4fb3424920320b482d3c5d36fc2c1fd2f54496e6d856110","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.2) Ship Installation","Ship Installation includes the procurement of infrastructure hardware and equipment, and labor costs associated with actual amphibious ship class installations in support of the RQ-21A program.  Ship hardware and equipment consists of directional and omni-directional antennas, amplifiers, antenna interface modules, monitors, cross domain solution, power distribution panels, associated cables and fiber optics lines, operational system racks, cabinets, and connectors.  Labor associated with ship installation includes the contracted Alteration Installation Team conducting the ship installation and OEM post install system integration test support.    In FY18 RQ-21 program will complete installations onboard LPD 27 in FY18. During a comprehensive review of Marine Expeditionary Unit (MEU) operations, the Marine Corps determined that RQ-21 Blackjack can satisfy all MEU requirements while operating solely from the LPD class ship, reducing costs associated with ship installation.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.986","5.111","2.616","2.311","2.311","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","9b280d348b38bf446e328ef08fb6fab5f00d1fc6c42006e3f50537fb1e5510e7","1-31837e8b9a05fb4a8a351668bb20e3edb2e87bb1323d6db858c0f62958b2b585","","","0-00d18d88ccfe1e59a4fb3424920320b482d3c5d36fc2c1fd2f54496e6d856110","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Nonrecurring Engineering and Tooling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.721","0.338","0.406","0.256","0.256","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","fabf3778f73c87302ade0d902e75c5b148bb2a1b419b0f7465b5c706ea5dc290","0-b8b4da854c399bd853bee850bc9b32780fd37c9c9974a392ef92abefe9ff334a","","","0-3d4489ef8fcb3cce367f698bcb99064579a5ae5cc6e9106cd80381531b8c8214","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"2.1.3) Engineering Change Order","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.597","1.597","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","31a0853bdd7ad610205d34a737fc20a40daf5af295740fcc65925e392c78329f","0-e4ec958103cd930f679493fac96d2e8c91e65498f52a4f7859c279449fbb06fa","","","1-f1e65ef7438914e573dbc947ed8b70eb530b4730bd77c7a24ee9ff89a5379c2d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"2.1.4) Nonrecurring Engineering & Industrial Tooling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.587","11.587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","31a0853bdd7ad610205d34a737fc20a40daf5af295740fcc65925e392c78329f","1-6355b7743f090a1246ed94d6cb7b863ba77e73e86ccbac57c38e06cc218f123d","","","1-f1e65ef7438914e573dbc947ed8b70eb530b4730bd77c7a24ee9ff89a5379c2d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) LDU Refurbishment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","075b0ab9e9165d5bcf0bb7a8406409637dad9803d971d4557bdb9ce3d5aa0929","0-3cd865cae9b48b830080c9f4af231cb477e6c906b9c0f7eb4d132648ab9b032e","","","0-fe9d6a8efaa29db97657746ed334b5375daeb7f2510efe02d874d54fae0bf3d1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Engineering Change Orders (ECO) (Active)","In FY18, ECO funding will address emergent corrective actions from both DT1C/OA and DT1D/OA testing, as well as diminishing manufacturing sources/material shortages and user community feedback to improve Human Systems Integration (HSI). ECO funding will reduce the number of material/electronic obsolesce issues and ultimately improve future Marine Forces readiness.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.742","1.732","5.872","4.86","4.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","0ae4ddcc18223b1f2d2f0dbc598b3818f84f6a6ea65b73791ffe9c32afe9e929","0-637ac0457bfd425f70ae3c051e931a73174f6ef5319d25af0d3062f38a24a7b5","","","0-26831dca093f946df717de1883554b52f1a033849b8f082fc372613d8a7a34a1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) ICS","RQ-21 utilizes an Interim Contractor Support (ICS) strategy to sustain RQ-21A systems prior to material support date (MSD) in accordance with Financial Management Regulations.  ICS is funded within procurement appropriation prior to MSD. ICS includes logistics support for existing and newly procured RQ-21A systems and funds prime contractor logistics support, field service representatives, repair of repairables, and mobile training teams.  ICS transitions to organic support in 4QFY18 after which logistics support for fielded systems will be funded with O&M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.116","21.364","17.568","6.553","6.553","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1e60aaa1794827e4e0517dc7c61e10ee507fab240a83144f1347c2a2d80e58a","0-e38fee68d003462c211a71c89b81c716027ac814fe53964c5534f6e8cd8abdf0","","","0-6f632b2c3a172fc62688b1118cb3b062ee4d0a0c2dc96047eaf76585cef55afa","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.2) Ship Installation","Ship Installation includes the procurement of infrastructure hardware and equipment, and labor costs associated with actual amphibious ship class installations in support of the RQ-21A program.  Ship hardware and equipment consists of directional and omni-directional antennas, amplifiers, antenna interface modules, monitors, cross domain solution, power distribution panels, associated cables and fiber optics lines, operational system racks, cabinets, and connectors.  Labor associated with ship installation includes the contracted Alteration Installation Team conducting the ship installation and OEM post install system integration test support.    In FY18 RQ-21 program will complete installations onboard LPD 27 in FY18. During a comprehensive review of Marine Expeditionary Unit (MEU) operations, the Marine Corps determined that RQ-21 Blackjack can satisfy all MEU requirements while operating solely from the LPD class ship, reducing costs associated with ship installation.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.986","5.111","2.616","2.311","2.311","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_MARINECORPS-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1e60aaa1794827e4e0517dc7c61e10ee507fab240a83144f1347c2a2d80e58a","1-307a5efc2e40e3db076efa8c4ab0b8cc98a4bc6e372c3957ee553f144bfcaa47","","","0-6f632b2c3a172fc62688b1118cb3b062ee4d0a0c2dc96047eaf76585cef55afa","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-Recur Cost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1508.011","","20.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","209d34a46750091aa7de6d020c9085966a00e9d6cc750e6ed2c9c14d17738e1e","0-ca95cd7ae4be6c3e71c088f77bc31d89d4985cd769371012b5209ab8440975b7","","","0-4922776437197f13bf2b8221ec9f4bb33349e131fc479dfbf1aed8aa301bdce6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.2) Ancillary Equip","The PB18 budget requests provides funding for Flyaway Ancillary Equipment (LAU-127 and ALE-50 covers).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3382.193","11.257","177.135","1.268","1.268","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","209d34a46750091aa7de6d020c9085966a00e9d6cc750e6ed2c9c14d17738e1e","1-ec080ce7ee92c1ddba47d63507fb79ea8984b9207f14246374e3fba68907db0c","","","0-4922776437197f13bf2b8221ec9f4bb33349e131fc479dfbf1aed8aa301bdce6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-Recurring Cost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","382.76","51.849","52.801","53.815","53.815","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","a088fbec41f849c2884b1af3a649178f15a42cc5575ad9b00f207bd24dc0375c","0-07a351c62d55b15dd879de4bf66b215cb6c1b768d5164f6532b596fafbed1ca5","","","0-297b209f1dc9ed648a1633fd626638b9be58c4570649939f50a73fbb2ae439d0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-Recur Cost","FY18 Non-recurring costs include engineering for diminishing manufacturing sources and material shortages.  In FY17 and FY18, Large Aircraft Infrared Counter Measures (LAIRCM), KC-130J Adjustable Ballast System  (JABS) and Block Upgrade are added into the non-recurring line to cover engineering change proposals to the OEM.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.663","4.059","13.456","10.976","10.976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","884853d3f623833755330fdfeb01cbd0fa45d96aca9a34b4c161d19194de04ae","0-92e8d7de846f93654b0a59cb593fdc66c81ee1a8137221dbde0ad72a56bd6d40","","","0-14c561354682f22b0a6fa02a81d39c174430dc919cfdf3aa933ffa69bb0b682f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-Recur Cost","Non-recurring Engineering is estimated for resolution of diminishing manufacturing sources and material shortages (DMSMS) and integration supporting technology refreshment on commercial off the shelf (COTS) based components.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.214","35.362","35.442","35.442","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","9d26b7b2175d783886d5d1bfdba85c2055183a491231c61f268655eb1f5c4a18","0-a7fafa88197f23746d8618b9c4d75affefa16bf957eba45574e35f587160c846","","","0-d447905eed71ba2651c280750b5a239e23d89b67d7ff57bc07847e7d0f191681","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.3) Other","Note: Other includes Ground Control Stations.  Growth from PB-17 in Ground Control Station costs is due to updated pricing estimates based on actual costs and LRIP 1 negotiations.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.428","25.868","33.145","33.145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","9d26b7b2175d783886d5d1bfdba85c2055183a491231c61f268655eb1f5c4a18","1-a0df5733728573fa6625752bcd182a1181fe0624b523913ce1c2d7bae635b993","","","0-d447905eed71ba2651c280750b5a239e23d89b67d7ff57bc07847e7d0f191681","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non-Recur Cost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.462","3.389","1.967","1.165","1.165","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","e892a41c18d5a7112a3d5481d1e93e209c91fcdeea943541da439c2b4521f609","0-9d4df7d2ad1b9b9fab18359f3d0d940a42b6d9db243dfaffc1da0eb6e5dec6f5","","","0-8c3956b29b101185621fd81d0f1db55d16bf89fe7c5b974b46428652149a4971","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.2) Ancillary Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.32","13.661","9.535","12.799","12.799","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","e892a41c18d5a7112a3d5481d1e93e209c91fcdeea943541da439c2b4521f609","1-6588d391417ca371bbf5caa1bda93a2a57f95be0e41efbebf0ab3107aee2492a","","","0-8c3956b29b101185621fd81d0f1db55d16bf89fe7c5b974b46428652149a4971","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.3) Production Line Shutdown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.66","4.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","e892a41c18d5a7112a3d5481d1e93e209c91fcdeea943541da439c2b4521f609","2-20814ef5d5fdd8b49c861b45a829925fe138c52ad9448f4a2aa9c4a7f0e9475d","","","0-8c3956b29b101185621fd81d0f1db55d16bf89fe7c5b974b46428652149a4971","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"1.2.1) Non- Recur Cost","Non-recurring Costs include such items as DON share of Production Non-Recurring Tooling.  In addition, it includes funding for Diminishing Manufacturing Sources (Life-of-type part buys),concurrency engineering, technical assistance and Cost Reduction Initiatives (CRI).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2426.072","58.245","172.351","85.106","85.106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","1002f7e5b2b5f971183b6a0cc59b8023dce9c7a176540092ab8a87a18c75b992","0-cce82a949d93309c9b48a79b4c9a87494d9130e628825084a59aa5119772bb31","","","0-157fdd4cb2423310633dc0c8221333408595e1bc0e3f223821e69139e656c0dd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
