Name_val,Name_@footnote,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_ToComplete_val,Cost_Quantity_Total_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_ToComplete_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"2.2.1) Installation Equipment N/R - Organic","FY 2017 and FY 2018 Installation Equipment N/R required for FMV forward antenna engineering and increased metadata for mission computer to allow for increased coverage of the system; and Flight Control Computer (FCC) safety issues including aircraft cooling and unit degradation.  Increase in FY 2018 and FY 2019 Installation Equipment N/R is required for EGI engineering.","","","","","","","","","","","","","4.953","2.797","6.151","5.232","5.232","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1c87231d4bcbd2818ffe05f4a3c2d8bc750af58c7df248f8fc336631525667a","0-5b21cdf013da8e5998f08a979048f10642174825ab113a9a2907ac339933e76e","16-657e2b885c8f32d4735bfe7f47daf480a868289a8413ced4c9cdce07c207235a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.1) Tail Boom Clamp and Retainer Mod (UH-1Y/AH-1Z) - NonOrganic","","45","15","15","4","4","","","","","","","","0.413","0.218","0.222","0.06","0.06","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1c87231d4bcbd2818ffe05f4a3c2d8bc750af58c7df248f8fc336631525667a","0-056f21363da0371f97b10eb8a07b375580f8d25bc6d54610470b47061aa8bdf0","0-7c602885df97a669c0fde8f85dc28f470c2243ae5beda414ef1d0d8cadaaabdc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.2) Standpipe Improvements (UH-1Y/AH-1Z) - Organic","","","75","52","52","52","","","","","","","","","0.225","0.159","0.166","0.166","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1c87231d4bcbd2818ffe05f4a3c2d8bc750af58c7df248f8fc336631525667a","0-30a5859e4b7dce77d800fe80b873288819e4fafdede4bc143810365276f1f6af","1-a49e43a3330df9b0d1e88a2daedab6014f56472c43f505975ce9fe2be056af46","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.3) MRGB Pylon Strap Rivets (UH-1Y) - NonOrganic","","23","4","10","10","10","","","","","","","","0.003","0.001","0.002","0.002","0.002","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1c87231d4bcbd2818ffe05f4a3c2d8bc750af58c7df248f8fc336631525667a","0-ec42ac4611ff6fc21423f2f35f9b8e5fe3d780585a100e2c972653b8c97abc1a","2-1bcdeb7fcfc856b069bbd65798897e0c2a813bb61562b7a91a0d7e6a3c8bcd65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.4) Heat Exchange Airframe Mounting Mod (UH-1Y/AH-1Z) - Organic","","","40","24","","","","","","","","","","","0.184","0.113","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1c87231d4bcbd2818ffe05f4a3c2d8bc750af58c7df248f8fc336631525667a","0-8b987e3b727eb15fa98ddaff1a70c3af9c816e75498aa3650bba66d464cb6aff","3-b1507ae498cc9f72b26dc245df7d5eedb8f82a098085649ce70fba090859945b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.5) Tail Rotor Drive Shaft (TRDS) Clearance Improvements (UH-1Y/AH-1Z) - Organic","","","","","50","50","","","","","","","","","","","0.475","0.475","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1c87231d4bcbd2818ffe05f4a3c2d8bc750af58c7df248f8fc336631525667a","0-2235a5764f17ede8285f4923a8f778bb06b60ff5caac8dc54ca7f779e1afcf3d","4-590bce31d74ad4a60f02ef59b1a2adb88e2bfe75373eb48bb23efd80c4f56831","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.6) Tailboom Stinger (UH-1Y/AH-1Z) - NonOrganic","","","15","20","15","15","","","","","","","","","0.1","0.136","0.11","0.11","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1c87231d4bcbd2818ffe05f4a3c2d8bc750af58c7df248f8fc336631525667a","0-c46a6f9e904012c17a214a73120c72ff0e2c1cd6a902b66d1eecae0577f50003","5-c8e5f2f4e46213709029a7b67ca7bd323f3b6554bb536c4b8b8249c98f88e9cd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.7) Cargo Door Latch (UH-1Y) - NonOrganic","","","","","2","2","","","","","","","","","","","0.073","0.073","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1c87231d4bcbd2818ffe05f4a3c2d8bc750af58c7df248f8fc336631525667a","0-490db1009dde40f41ac897626e37c4f1f3944b9b9d7059a6927b1b6439c2c6cc","6-65553ec366ccbd8f282f4d2aeddc89fe5c21795657e1304d588b85c0424caba8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.2.1) Installation Kits N/R - Organic","Increase in FY 2018 and FY 2019 is for TRDS and Main Rotor (MR) Mast","","","","","","","","","","","","","","1.589","0.48","1.325","1.325","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1c87231d4bcbd2818ffe05f4a3c2d8bc750af58c7df248f8fc336631525667a","0-e1a3252a01dd7854a45c05756dc783b77121a9827161262ff9a93cac563f59bb","7-fcf59d73b2df39fe0c7c604bac7f0160141dac538920d3bf1c65bd8522f32198","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.1) External Lights (AH-1Z) - Organic","","70","17","13","20","20","","","","","","","","3.492","0.901","0.733","1.13","1.13","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1c87231d4bcbd2818ffe05f4a3c2d8bc750af58c7df248f8fc336631525667a","0-625a321fddeae0030e86166c3b00ce93a877ea5510048c15fc61d42c09153522","8-cc717178fa4a3fc2fcf9279b7ce63e07087387d67f154c62843fdfb6037869fa","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.2) External Lights (UH-1Y) - Organic","","143","3","10","4","4","","","","","","","","6.639","0.14","0.469","0.219","0.219","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1c87231d4bcbd2818ffe05f4a3c2d8bc750af58c7df248f8fc336631525667a","0-69d75c7a58f54fb9188b5ae63b8a6a9041cc1a1cb3b286d83180e3988525c50e","9-f13ab2ff97b2a7e5252a88452c014f318989db1ce5e09b45fc8c19057c04d539","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.3) Mission Grip Mount (AH-1Z) - Organic","","70","28","25","22","22","","","","","","","","0.166","0.078","0.07","0.065","0.065","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1c87231d4bcbd2818ffe05f4a3c2d8bc750af58c7df248f8fc336631525667a","0-87cad993534e0be3a6b591f622eaca22a0fb18a71121795d0f956319679bb920","10-89c7dc12b02e1caf705b90db4e30bc059cb9d72d240b4be1d2b2e2c50baff0df","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.4) T700-401C (AH-1Z Reman) - Organic","","","","","25","25","","","","","","","","","","","42","42","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1c87231d4bcbd2818ffe05f4a3c2d8bc750af58c7df248f8fc336631525667a","0-7696f8dd362d23b30e462bbb8de281f24a25016892cd2e338ce540d7258c8b89","11-172d6cafbcd2bdc6bab11e4574dbdd1ce7e2d9ad5c96ff986e7baa3fd094e9ae","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.8) MRGB PC2 Pump Quill (UH-1Y/AH-1Z) - Organic","","","","","40","40","","","","","","","","","","","0.6","0.6","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1c87231d4bcbd2818ffe05f4a3c2d8bc750af58c7df248f8fc336631525667a","0-697ee4c9cd2252c7cc36423a6598f0374cbb446e2db1404073bca691362f702d","12-4dc762e2fcb9642bbc68485c7148f4c10e2b6f4982374cd1d2841c84528ff706","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.9) Rotor Brake System (UH-1Y/AH-1Z) - Organic","","","","","5","5","","","","","","","","","","","1.25","1.25","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1c87231d4bcbd2818ffe05f4a3c2d8bc750af58c7df248f8fc336631525667a","0-90dcac79469d13563327d5f367f217f2824eb9f7eaeb1fea8f2b58c564fa33ff","13-aa5b901f4f56916e317741c29968433272fdf64d5b9a5cd6d20c11d85c4ed964","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.10) Desiccant Breather (UH-1Y/AH-1Z) - Organic","","","","","50","50","","","","","","","","","","","0.1","0.1","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1c87231d4bcbd2818ffe05f4a3c2d8bc750af58c7df248f8fc336631525667a","0-3c59ebd62039a14d5b44bbaff48d7655625ac9170e4a4b3f39603954e9ed0195","14-5498f5b94be6f794e67105dbe90844f1d557d4b791200a9645fc970b7186255d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.11) Input Quills (UH-1Y/AH-1Z) - Organic","","","","","10","10","","","","","","","","","","","0.1","0.1","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1c87231d4bcbd2818ffe05f4a3c2d8bc750af58c7df248f8fc336631525667a","0-b0db2d307af25d1fb1f6eccf06646c67bc75aed9bbc77a250c4e4fe246873a36","15-b8fdf6e2425631e9810fe669f205f8257e81ac5861962b899302a381623ccfcf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.2.1) Installation Equipment N/R - Organic","FY 2016 Installation Equipment N/R required for integration engineering of required safety upgrade to aircrew restraint system in response to operational mishap.  FY 2017 Installation Equipment N/R required for Tail Rotor Drive Shaft Flex Coupling Redesign. FY 2018 Installation Equipment N/R required for Environmental Control System Thermal modification and improvements/upgrades to Main Rotor Gear Box (MRGB) pump quill, rotor brake system, desiccant breather, and input quills.","","","","","","","","","","","","","1.633","2.723","3.292","7.955","7.955","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","f1c87231d4bcbd2818ffe05f4a3c2d8bc750af58c7df248f8fc336631525667a","0-107e6d8745a66b0aef2288ce00d8234a43a211c766aae58cc99cdb05a2f7b2af","16-edd90c1c9176c53503c8a10f492589ebb24774eb3cc3bfa26020bbaadaf8dd19","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.1) INACTIVE OSIPS - Organic","","","","","","","","","","","","","","12.4","","","","","","12.4","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","0dba408e886d42e98f3b14c286ad6bc346c3eb9b6654cbbd9d25b53c397f82d1","0-ca5549e8b60ba3a2b0dfccf8af3d0a14c29570566b2fd0c5bd1260e1c145bf35","0-a2db9d1267589a55e4d4e04ed3f497fae1bc58268957e2e18dbb5fd41dd5b102","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.1) ECP-TBD AV-8B LITENING Video to Cockpit Wiring A Kit - NonOrganic","ECP-TBD AV-8B LITENING Video to Cockpit Wiring: Schedule slip since PB19 due to requirement to upgrade software associated with the modification and expected NRE and contracting lead time in FY19 and FY20.","","","","","","","7","8","20","18","21","74","","","","","","","5.921","0.539","0.628","1.602","1.47","1.682","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","38da11baf53d71969205e3d3bdac094e566c39f2e82f43f6f7f67553969df4b1","0-1a48934ee421b52f9800d73e022b33c2e7595863ec739bc9de0ec462e6bd534f","0-c6aae253fd6413bedee216ef698eaf9184cc073b94df4c094ebf612a4a65c5ea","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.2.1) Installation Kits N/R - Organic","Installation Kits N/R: Non-recurring engineering to perform complex NRE/verification required to procure and install ECP-TBD AV-8B LITENING Video to Cockpit Wiring A Kit.","","","","","","","","","","","","","","","3.591","1.241","1.241","","5.68","0.701","0.147","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","38da11baf53d71969205e3d3bdac094e566c39f2e82f43f6f7f67553969df4b1","0-d3880afafae7786b892e9785782f8c4cea04a2c1e6ee7fa27ee47dbfdaf4beb1","1-bcba23ff47c1bbe827017d24569645662f4d8f880b88928c5a70881dd6221ecc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.1) Pod Upgrade Kits (BLOCK 1 to GEN4) - Organic","Pod Upgrade Kits (BLOCK 1 to GEN4): The Block 1 to Gen 4 Pod Upgrade Kit contract per unit price decreases with each unit procured, to include units procured by other services.  FY18 and FY19 are standalone small quantity procurements, impacting per unit price.","39","3","4","","","","","","","","","46","56.806","5.483","7.456","","","","69.745","","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","38da11baf53d71969205e3d3bdac094e566c39f2e82f43f6f7f67553969df4b1","0-9176bef28430d49ca4e043e4787d5b67fe2560fb80a86fd7c398684598fc5e15","2-db5795c275ffae9b976103c2ceb1cdf9b12f1ceba9555f5daf3a867855ac117d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.2) G4 to SE Pod Forward Section Upgrade - Organic","G4 to SE Pod Forward Section Upgrade: Total quantity of 221 LITENING Pods used by AV-8B and F/A-18 platforms will receive upgrade.","","","7","7","7","","7","8","16","16","160","221","","","1.75","1.785","1.785","","42.374","1.821","2.122","4.245","4.33","26.321","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","38da11baf53d71969205e3d3bdac094e566c39f2e82f43f6f7f67553969df4b1","0-963b94992ddf96f8418b44b83fc142e80d4c4d578049df1bc84ada4235295858","3-92d3ad6c286bcd30075375890e9176ea72d8a96d8b4102038c3a22d9d5870e0c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.3) Common OFP V4 - Organic","Common OFP V4:  Planned implementation via aircraft platform ECP following completion of Common OFP V3. COFP V4 will incorporate ATDL software.  This upgrade will be implemented in aircraft via platform ECPs for AV-8B and F/A-18.  Costs fluctuate from year to year due to varying costs of contractor efforts to write Pod software, and following multiple-year Government efforts to write aircraft side software to integrate with contractor Pod software.  FY 21 cost decreases as platform OFPs mature and software effort decreases. Quantity is not reflected as each platform will produce software that will be incorporated via ECP at the O-level in all aircraft capable of utilizing the LITENING pod.","","","","","","","","","","","","","4.876","4.906","8.791","8.911","8.911","","29.039","1.555","","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","38da11baf53d71969205e3d3bdac094e566c39f2e82f43f6f7f67553969df4b1","0-a03c3521275ec272f54061dbe564275787dc64fd7037602d7a22d55a17d9d7b5","4-55c6a4363c7266d02b33f8574dbef481f008f47ee68387bc6e77decf5e9bd549","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.4) Advanced Tactical Datalink (ATDL) WRA - Organic","Advanced Tactical Datalink (ATDL) WRA: Increase in quantity from FY19 through FY23 required to permit collaborative and networked payloads to communicate with each other and determine appropriate action against multiple targets simultaneously.","","","5","10","10","","14","25","33","31","2","120","","","1.47","2.998","2.998","","37.746","4.282","7.799","10.5","10.061","0.636","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","38da11baf53d71969205e3d3bdac094e566c39f2e82f43f6f7f67553969df4b1","0-2d45b53bc51781c000b67fdb4d7c7750ecc41e9c1683e3d6aa116f772be82208","5-c27575cd7906c95c962c2422f76ee92dd714af60ff0aae8ce6b23c447dc091c7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.5) Common OFP V5 - LDP - Organic","Common OFP V5 - LDP: Funding supports software modification required for LDP upgrade.","","","","","","","","","","","","","","","","2.42","2.42","","9.874","3.632","3.822","","","","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","38da11baf53d71969205e3d3bdac094e566c39f2e82f43f6f7f67553969df4b1","0-d0ed8ca380b762f9e70f7a1de5bb98e3c57903d4f7529f995228efe9a5697252","6-980d462698c193b1291dfb342cf2c9497bc41afb21e122f0db455b814458e22a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.6) LITENING Digital Port Pod Upgrade - Organic","LITENING Digital Port Pod Upgrade: Increase in kit procurements from FY22 to FY23 as testing is completed and aircraft induction rates ramp up.","","","","","","","7","8","20","18","67","120","","","","","","","44.611","2.51","2.926","7.462","6.716","24.997","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","38da11baf53d71969205e3d3bdac094e566c39f2e82f43f6f7f67553969df4b1","0-0c0938525300df7c67d5d932aed7d27e6d066ed503c5b17310703f98db5193f3","7-50fb29d341b0fb5719bbd3943e7a398264e76a29e2b2ecd1491a09d46ec92bb8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
